SEASON;LEAGUE;DIV;SEASON_TYPE;TEAM;PLAYER;POS;ROLE;ID;EST_POS;EST_ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MPG;PPG;RPG;APG;SPG;BPG;TOPG;PFPG;EFPG;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS_40;FIC;FIC_Gm;AS_RATIO;AS_RATE;AS_TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT_RATE
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Maximilian Streich;Combo;Neutral;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Maximilian Streich;2.0;3.9;2006;2;2.7;0;0;0;0;0;1;0;-1;0;0;1.3;0.0;0.0;0.0;0.0;0.0;0.5;0.0;-0.5;-23.5;-0.4;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;108.1;-108.1;-4.8;-0.1;-4.9;-0.1;0.0;0.0;0.0;-0.5;-1.0;-0.5;0.0;0.0;0.0;0.0;0.0;0.0;15.0;0.0;0.0;99.8;0.0;0.0
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Nikolaos Dellis;Forward;Neutral;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Nikolaos Dellis;3.5;3.2;2005;8;211.4;92;34;13;3;3;26;27;27;0;0;26.4;11.5;4.3;1.6;0.4;0.4;3.3;3.4;3.4;7.6;-0.7;21;74;28.4;10;33;30.3;31;107;29.0;20;36;55.6;70.4;97.1;-26.7;-6.0;-1.9;-8.0;-2.0;-0.8;0.1;-0.7;-0.1;4.5;0.6;3.2;8.5;0.5;8.2;0.7;1.5;30.5;37.9;33.6;17.5;2.3;18.7
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Noah Schirin-Sokhan;Combo;Neutral;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Noah Schirin-Sokhan;1.9;3.4;2005;14;369.7;83;33;33;8;0;39;45;31;0;0;26.4;5.9;2.4;2.4;0.6;0.0;2.8;3.2;2.2;3.3;-1.7;11;46;23.9;14;59;23.7;25;105;23.8;19;26;73.1;69.1;107.8;-38.7;-5.8;-1.0;-6.8;-2.2;-1.0;-0.4;-1.4;-0.1;1.3;0.1;6.8;20.3;0.8;5.0;1.1;0.0;18.4;36.0;30.5;25.1;2.9;18.1
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Riccardo Cunsolo;Big;Receiver;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Riccardo Cunsolo;5.0;4.2;2006;10;179.9;39;38;4;4;7;12;21;51;0;0;18.0;3.9;3.8;0.4;0.4;0.7;1.2;2.1;5.1;11.0;2.4;14;38;36.8;0;1;0.0;14;39;35.9;11;15;73.3;82.5;106.5;-24.0;-4.7;0.2;-4.5;-0.7;-0.1;-0.2;-0.2;-0.1;28.4;2.8;2.5;6.8;0.3;12.0;1.2;3.6;13.9;43.3;35.9;20.8;7.8;28.2
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Stefan Bogdan;Forward;Pure Creator;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Stefan Bogdan;3.3;1.0;2005;5;130.0;80;35;15;9;4;11;11;93;1;0;26.0;16.0;7.0;3.0;1.8;0.8;2.2;2.2;18.6;39.2;16.4;27;51;52.9;2;9;22.2;29;60;48.3;20;28;71.4;113.2;106.1;7.0;1.2;1.2;2.4;1.2;0.8;-0.1;0.7;0.2;66.0;13.2;6.0;17.2;1.4;15.8;3.5;2.7;27.6;56.2;50.0;13.2;12.9;33.3
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Stergios Augusto;Big;Receiver;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Stergios Augusto;5.0;4.2;2005;9;190.1;42;60;5;3;5;16;24;66;0;0;21.1;4.7;6.7;0.6;0.3;0.6;1.8;2.7;7.3;11.5;4.3;19;46;41.3;0;1;0.0;19;47;40.4;4;9;44.4;75.7;94.3;-18.5;-4.3;-0.4;-4.7;-0.8;-0.3;0.2;0.0;0.0;38.9;4.3;2.7;7.3;0.3;16.1;0.8;2.7;15.3;41.5;40.4;23.9;11.2;8.5
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Tim Kati;Forward;Receiver;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Tim Kati;4.2;4.4;2005;11;108.9;25;17;1;4;3;11;20;18;0;0;9.9;2.3;1.5;0.1;0.4;0.3;1.0;1.8;1.6;4.3;-0.7;8;17;47.1;3;14;21.4;11;31;35.5;0;1;0.0;65.5;104.2;-38.7;-7.1;-0.3;-7.4;-1.2;-0.3;-0.1;-0.4;-0.1;2.4;0.2;0.9;2.3;0.1;8.7;1.9;2.6;17.2;39.8;40.3;25.9;5.0;0.0
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Viktor Block;Forward;Receiver;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Viktor Block;3.4;4.1;2007;6;41.9;12;7;0;1;0;4;6;7;0;0;7.0;2.0;1.2;0.0;0.2;0.0;0.7;1.0;1.2;7.1;-0.1;4;9;44.4;0;2;0.0;4;11;36.4;4;6;66.7;79.8;109.1;-29.3;-5.8;-0.8;-6.6;-0.6;0.0;-0.1;-0.1;-0.1;1.5;0.3;0.0;0.0;0.0;10.5;1.2;0.0;18.0;44.8;36.4;22.7;8.5;36.4
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Vincent Dahms;Combo;Creator;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Vincent Dahms;2.1;2.9;2005;8;247.0;99;23;8;15;0;15;21;66;0;0;30.9;12.4;2.9;1.0;1.9;0.0;1.9;2.6;8.3;17.7;6.0;9;16;56.3;26;80;32.5;35;96;36.5;3;6;50.0;97.7;111.9;-14.2;0.5;1.2;1.7;1.3;0.4;-0.4;0.0;0.0;41.3;5.2;2.5;6.9;0.5;5.5;3.2;0.0;20.5;50.3;50.0;13.2;3.2;3.1
20232024;NBBL;NBBL B;SEASON;ART Giants Düsseldorf;Volodymyr Yermakov;Wing;Pure Creator;20232024_NBBL_NBBL B_SEASON_ART Giants Düsseldorf_Volodymyr Yermakov;3.2;1.5;2006;10;305.8;168;55;18;14;5;28;21;134;0;0;30.6;16.8;5.5;1.8;1.4;0.5;2.8;2.1;13.4;26.5;11.6;43;82;52.4;16;58;27.6;59;140;42.1;34;51;66.7;99.3;108.1;-8.8;2.3;0.2;2.5;1.8;0.9;-0.3;0.5;0.1;88.4;8.8;3.4;9.2;0.6;10.0;2.4;1.4;27.2;52.4;47.9;14.7;6.6;24.3
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Aaron Duparrè;Wing;Receiver;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Aaron Duparrè;2.6;4.7;2007;2;16.6;1;5;0;0;0;1;1;1;0;0;8.3;0.5;2.5;0.0;0.0;0.0;0.5;0.5;0.5;-2.3;-0.2;0;2;0.0;0;1;0.0;0;3;0.0;1;2;50.0;34.5;117.4;-82.9;-4.5;-0.2;-4.8;-0.1;-0.1;0.0;-0.1;-0.3;0.5;0.3;0.0;0.0;0.0;14.3;0.0;0.0;11.2;13.2;0.0;20.5;6.9;33.3
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Anton Papenbreer;Forward;Receiver;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Anton Papenbreer;4.1;4.6;2006;6;46.1;4;5;0;0;0;4;4;4;0;0;7.7;0.7;0.8;0.0;0.0;0.0;0.7;0.7;0.7;-0.5;-0.1;2;3;66.7;0;0;0.0;2;3;66.7;0;0;0.0;50.1;92.9;-42.8;-4.3;-0.3;-4.6;-0.2;-0.1;0.1;0.0;0.0;-0.3;0.0;0.0;0.0;0.0;5.2;0.0;0.0;6.3;66.7;66.7;57.1;2.1;0.0
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Ben Vassen;Forward;Neutral;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Ben Vassen;4.5;4.0;2007;2;8.2;0;2;1;1;0;1;0;3;0;0;4.1;0.0;1.0;0.5;0.5;0.0;0.5;0.0;1.5;13.2;1.1;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;53.8;87.2;-33.3;-4.2;0.3;-3.9;0.1;0.0;0.0;0.0;0.0;2.8;1.4;21.3;83.3;1.0;11.8;5.8;0.0;5.1;0.0;0.0;99.9;11.3;0.0
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Dirk Schmidt;Wing;Receiver;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Dirk Schmidt;2.5;4.7;2006;5;30.4;3;7;0;2;0;5;2;3;0;0;6.1;0.6;1.4;0.0;0.4;0.0;1.0;0.4;0.6;0.5;-0.2;0;0;0.0;1;5;20.0;1;5;20.0;0;0;0.0;41.6;93.5;-51.9;-4.4;-0.2;-4.6;-0.2;-0.2;0.0;-0.1;-0.2;1.5;0.3;0.0;0.0;0.0;11.0;3.1;0.0;13.4;30.0;30.0;50.0;12.4;0.0
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Ernst Möller;Combo;Neutral;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Ernst Möller;2.0;3.1;2007;16;361.0;103;68;42;26;0;39;17;120;1;0;22.6;6.4;4.3;2.6;1.6;0.0;2.4;1.1;7.5;14.1;5.7;22;52;42.3;13;59;22.0;35;111;31.5;20;24;83.3;80.8;92.2;-11.4;-2.5;0.8;-1.7;0.1;-0.3;0.5;0.2;0.0;86.3;5.4;8.9;24.7;1.1;9.1;3.4;0.0;17.8;42.7;37.4;24.3;4.4;18.0
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Jefferson Hey;Point;Neutral;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Jefferson Hey;1.7;3.0;2005;13;315.5;112;31;36;16;2;43;36;61;0;0;24.3;8.6;2.4;2.8;1.2;0.2;3.3;2.8;4.7;8.8;1.5;16;50;32.0;23;77;29.9;39;127;30.7;11;16;68.8;74.5;98.8;-24.3;-4.3;-1.4;-5.7;-1.5;-0.7;0.1;-0.5;-0.1;28.8;2.2;7.3;19.5;0.8;4.8;2.4;0.5;22.5;42.0;39.8;24.3;2.2;8.7
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Jeremie Fotso Sighom;Forward;Receiver;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Jeremie Fotso Sighom;3.5;4.4;2008;6;108.5;18;27;8;2;0;6;13;29;0;0;18.1;3.0;4.5;1.3;0.3;0.0;1.0;2.2;4.8;8.2;1.6;6;18;33.3;1;6;16.7;7;24;29.2;3;6;50.0;80.4;99.3;-18.9;-2.9;-0.4;-3.3;-0.2;-0.1;0.0;0.0;0.0;18.3;3.0;8.4;23.2;1.3;12.4;0.9;0.0;12.2;34.1;31.3;18.4;10.4;12.5
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Jonas Gröger;Forward;Neutral;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Jonas Gröger;4.2;3.3;2005;8;169.1;62;50;7;9;3;11;14;84;2;0;21.1;7.8;6.3;0.9;1.1;0.4;1.4;1.8;10.5;20.2;6.6;20;37;54.1;2;7;28.6;22;44;50.0;16;30;53.3;99.9;96.3;3.5;-1.8;0.0;-1.9;0.1;0.3;0.1;0.4;0.1;59.5;7.4;4.2;9.9;0.6;13.7;2.4;1.4;15.4;55.4;52.3;16.1;7.2;36.4
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Lenni Kunzewitsch;Forward;Pure Creator;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Lenni Kunzewitsch;3.9;1.0;2005;11;332.7;203;97;43;22;20;46;32;219;5;1;30.2;18.5;8.8;3.9;2.0;1.8;4.2;2.9;19.9;31.0;14.6;48;95;50.5;20;74;27.0;68;169;40.2;47;66;71.2;97.4;89.1;8.3;3.7;1.8;5.4;3.1;0.9;0.7;1.6;0.2;155.0;14.1;6.3;16.9;0.9;14.5;3.1;5.0;29.7;51.9;46.2;18.8;9.5;27.8
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Lenny Dittmar;Wing;Neutral;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Lenny Dittmar;3.2;3.5;2007;14;391.4;116;78;30;17;7;33;36;128;1;0;28.0;8.3;5.6;2.1;1.2;0.5;2.4;2.6;9.1;14.0;5.6;33;74;44.6;9;39;23.1;42;113;37.2;23;39;59.0;86.5;90.2;-3.7;-0.9;0.5;-0.4;0.7;0.0;0.7;0.7;0.1;84.4;6.0;6.4;17.6;0.9;9.9;2.1;1.5;17.1;45.1;41.2;20.2;6.5;20.4
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Leonar Fliege;Big;Neutral;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Leonar Fliege;4.9;3.7;2007;14;388.0;105;109;23;15;23;40;41;170;3;0;27.7;7.5;7.8;1.6;1.1;1.6;2.9;2.9;12.1;16.0;6.9;42;83;50.6;3;14;21.4;45;97;46.4;12;25;48.0;85.2;90.0;-4.8;-1.4;1.2;-0.1;0.9;-0.1;0.7;0.7;0.1;115.9;8.3;5.7;15.0;0.6;13.8;1.8;5.0;15.4;49.1;47.9;27.0;11.3;12.4
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Luca Förster;Combo;Creator;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Luca Förster;1.8;2.2;2007;13;309.0;178;40;16;31;1;34;22;125;0;0;23.8;13.7;3.1;1.2;2.4;0.1;2.6;1.7;9.6;23.5;7.2;29;74;39.2;25;75;33.3;54;149;36.2;45;57;78.9;94.5;91.2;3.3;-1.9;0.3;-1.6;0.1;0.5;0.5;1.0;0.1;80.1;6.2;3.0;7.5;0.5;6.4;4.8;0.3;27.1;51.8;44.6;16.3;2.9;30.2
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Luke-Johan Kiraly;Wing;Receiver;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Luke-Johan Kiraly;2.9;4.7;2007;15;181.3;38;24;8;2;1;19;7;12;0;0;12.1;2.5;1.6;0.5;0.1;0.1;1.3;0.5;0.8;2.4;-0.1;5;19;26.3;8;33;24.2;13;52;25.0;4;7;57.1;63.4;99.9;-36.5;-4.7;-2.3;-7.0;-1.4;-0.5;0.0;-0.5;-0.1;5.6;0.4;4.2;10.5;0.4;6.4;0.5;0.4;16.6;34.7;32.7;25.6;5.9;7.7
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Matthes Weitkamp;Wing;Neutral;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Matthes Weitkamp;2.7;3.8;2006;1;3.4;0;0;1;0;0;0;0;1;0;0;3.4;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;11.6;0.7;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;235.7;115.3;120.4;-4.4;0.1;-4.3;0.0;0.0;0.0;0.0;0.0;1.0;1.0;49.1;500.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Meverick Falkenberg;Forward;Receiver;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Meverick Falkenberg;3.4;4.8;2007;9;72.6;6;17;2;1;0;8;1;11;0;0;8.1;0.7;1.9;0.2;0.1;0.0;0.9;0.1;1.2;2.8;0.7;3;6;50.0;0;2;0.0;3;8;37.5;0;2;0.0;51.8;97.8;-46.0;-3.6;-0.5;-4.1;-0.2;-0.2;0.0;-0.2;-0.1;8.3;0.9;4.5;11.5;0.3;11.2;0.6;0.0;9.3;34.1;37.5;47.4;9.2;0.0
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Musa Abra;Combo;Pure Creator;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Musa Abra;1.9;1.1;2006;14;441.3;230;77;65;26;1;64;39;190;0;0;31.5;16.4;5.5;4.6;1.9;0.1;4.6;2.8;13.6;22.2;10.6;53;126;42.1;12;51;23.5;65;177;36.7;88;121;72.7;92.9;91.4;1.5;0.9;0.0;0.9;1.4;0.7;0.7;1.4;0.1;122.9;8.8;7.5;20.9;1.0;8.7;2.8;0.2;27.1;51.0;40.1;21.7;4.3;49.7
20232024;NBBL;NBBL B;SEASON;Basketball Löwen Erfurt;Roberts Spikis;Forward;Receiver;20232024_NBBL_NBBL B_SEASON_Basketball Löwen Erfurt_Roberts Spikis;3.9;4.7;2006;10;225.1;51;40;4;3;2;16;17;43;1;0;22.5;5.1;4.0;0.4;0.3;0.2;1.6;1.7;4.3;7.1;1.9;17;42;40.5;0;8;0.0;17;50;34.0;17;25;68.0;77.5;93.1;-15.6;-3.4;-1.2;-4.6;-0.9;-0.2;0.3;0.1;0.0;22.4;2.2;2.1;5.1;0.3;8.5;0.6;0.7;13.7;42.5;34.0;20.8;6.2;34.0
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;#13Kornwestheim;Wing;Receiver;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_#13Kornwestheim;2.9;4.1;1900;1;4.5;0;0;0;0;0;0;0;0;0;0;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0;0;0.0;0.0;117.4;-117.4;-4.5;0.0;-4.5;0.0;0.0;0.0;0.0;-0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Dennis Welther;Combo;Receiver;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Dennis Welther;1.8;4.6;2007;9;82.2;3;2;5;2;0;3;7;2;0;0;9.1;0.3;0.2;0.6;0.2;0.0;0.3;0.8;0.2;-0.1;-0.7;0;1;0.0;1;7;14.3;1;8;12.5;0;0;0.0;56.1;106.6;-50.5;-3.5;0.5;-3.0;0.0;-0.1;-0.1;-0.2;-0.1;-0.8;-0.1;12.1;41.7;1.7;1.5;1.3;0.0;5.7;18.8;18.8;27.3;1.3;0.0
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Dominik Kostic;Wing;Receiver;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Dominik Kostic;2.5;5.0;2005;11;134.6;20;17;4;11;1;21;11;-1;0;0;12.2;1.8;1.5;0.4;1.0;0.1;1.9;1.0;-0.1;-1.0;-1.8;6;24;25.0;0;7;0.0;6;31;19.4;8;16;50.0;45.8;98.7;-52.8;-6.5;0.2;-6.2;-1.0;-0.9;0.1;-0.8;-0.2;-5.0;-0.5;2.4;6.6;0.2;7.7;4.3;0.7;18.9;26.7;19.4;35.6;6.8;25.8
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Elias Earls;Wing;Neutral;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Elias Earls;3.1;3.1;2006;4;92.8;40;11;4;3;3;8;11;27;0;0;23.2;10.0;2.8;1.0;0.8;0.8;2.0;2.8;6.8;17.6;2.9;9;16;56.3;6;21;28.6;15;37;40.5;4;8;50.0;98.1;107.6;-9.5;-2.3;-0.5;-2.8;-0.1;0.2;-0.1;0.1;0.0;15.3;3.8;3.0;8.1;0.5;7.4;1.7;2.9;23.2;49.8;48.6;16.5;6.7;10.8
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Eneko Haug Alonso;Point;Creator;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Eneko Haug Alonso;1.7;2.8;2007;17;293.4;82;31;26;19;0;32;26;69;0;0;17.3;4.8;1.8;1.5;1.1;0.0;1.9;1.5;4.1;12.9;2.5;11;23;47.8;13;49;26.5;24;72;33.3;21;30;70.0;87.3;98.0;-10.7;-4.0;0.3;-3.7;-0.6;0.0;0.2;0.2;0.0;42.3;2.5;7.0;21.1;0.8;6.2;3.4;0.0;17.0;48.8;42.4;27.3;3.3;29.2
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Frederik Bergner;Forward;Neutral;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Frederik Bergner;4.1;3.9;2007;4;29.5;5;4;2;1;0;3;4;5;0;0;7.4;1.3;1.0;0.5;0.3;0.0;0.8;1.0;1.3;6.0;0.0;2;3;66.7;0;2;0.0;2;5;40.0;1;2;50.0;75.1;100.4;-25.2;-4.5;-0.1;-4.6;-0.2;0.0;0.0;0.0;0.0;2.0;0.5;7.1;21.4;0.7;7.7;1.8;0.0;12.7;43.1;40.0;33.8;7.2;20.0
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Gerry Schuder Minden;Combo;Receiver;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Gerry Schuder Minden;2.1;4.6;2007;5;37.4;7;3;2;2;0;7;6;-4;0;0;7.5;1.4;0.6;0.4;0.4;0.0;1.4;1.2;-0.8;-8.6;-3.0;2;6;33.3;1;8;12.5;3;14;21.4;0;0;0.0;45.4;84.1;-38.7;-6.3;-0.7;-7.0;-0.7;-0.3;0.1;-0.2;-0.2;-7.0;-1.4;3.4;9.3;0.3;4.9;2.8;0.0;23.7;25.0;25.0;33.3;2.9;0.0
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Husein Petlaca;Big;Creator;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Husein Petlaca;4.8;2.3;2006;11;167.1;93;43;3;14;7;10;35;104;0;0;15.2;8.5;3.9;0.3;1.3;0.6;0.9;3.2;9.5;32.6;5.7;16;30;53.3;17;43;39.5;33;73;45.2;10;16;62.5;116.8;89.1;27.7;-3.0;-0.4;-3.4;-0.3;0.9;0.3;1.2;0.3;64.8;5.9;1.3;3.3;0.3;14.2;4.3;3.5;22.3;58.6;56.8;11.1;9.0;13.7
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Jonathan Gerlinger;Big;Pure Creator;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Jonathan Gerlinger;5.0;1.7;2005;13;305.6;138;124;17;14;9;25;27;224;5;0;23.5;10.6;9.5;1.3;1.1;0.7;1.9;2.1;17.2;36.4;13.1;53;83;63.9;0;2;0.0;53;85;62.4;32;53;60.4;121.1;93.0;28.1;3.0;-1.1;1.8;1.5;1.7;0.4;2.2;0.3;166.4;12.8;4.4;12.3;0.7;24.0;2.3;2.7;18.3;65.0;62.4;18.7;25.1;37.6
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Josia Gentischer;Wing;Creator;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Josia Gentischer;2.9;2.5;2006;13;395.5;173;59;27;16;6;37;29;116;0;0;30.4;13.3;4.5;2.1;1.2;0.5;2.8;2.2;8.9;18.7;6.2;30;81;37.0;23;75;30.7;53;156;34.0;44;69;63.8;93.8;103.1;-9.3;0.9;-0.3;0.6;1.2;0.6;-0.1;0.5;0.0;75.9;5.8;4.2;11.7;0.7;8.7;2.1;1.3;24.5;47.1;41.3;16.6;4.5;28.2
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Kevin Tobias;Combo;Receiver;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Kevin Tobias;2.3;4.2;2006;7;47.3;7;6;2;3;0;5;6;7;0;0;6.8;1.0;0.9;0.3;0.4;0.0;0.7;0.9;1.0;4.4;0.1;2;6;33.3;1;2;50.0;3;8;37.5;0;1;0.0;61.7;98.5;-36.9;-4.9;0.4;-4.5;-0.2;-0.1;0.0;-0.1;-0.1;2.4;0.3;4.9;14.4;0.4;8.2;3.3;0.0;12.4;41.7;43.8;37.2;2.5;0.0
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Kilian Hammer;Big;Neutral;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Kilian Hammer;4.8;3.2;2006;14;253.0;77;81;14;8;1;23;31;114;0;0;18.1;5.5;5.8;1.0;0.6;0.1;1.6;2.2;8.1;19.8;5.1;30;56;53.6;5;13;38.5;35;69;50.7;2;12;16.7;95.5;100.7;-5.3;-2.0;-1.2;-3.2;-0.4;0.3;0.0;0.4;0.1;75.5;5.4;4.8;13.9;0.6;18.8;1.7;0.3;16.6;52.2;54.3;23.6;16.0;2.9
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Leon Azdajic;Forward;Receiver;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Leon Azdajic;4.1;4.5;2005;10;178.4;40;44;2;10;0;18;16;46;0;0;17.8;4.0;4.4;0.2;1.0;0.0;1.8;1.6;4.6;10.9;2.6;14;27;51.9;1;9;11.1;15;36;41.7;9;20;45.0;75.4;94.3;-18.9;-3.9;0.1;-3.9;-0.5;-0.2;0.2;0.0;0.0;28.3;2.8;1.2;3.1;0.1;15.1;2.9;0.0;15.0;45.5;43.1;28.7;9.4;25.0
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Maksim Pejkic;Wing;Neutral;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Maksim Pejkic;3.2;3.5;2005;1;17.5;4;1;2;1;0;0;0;5;0;0;17.5;4.0;1.0;2.0;1.0;0.0;0.0;0.0;5.0;21.5;4.7;2;3;66.7;0;0;0.0;2;3;66.7;0;2;0.0;126.2;124.3;1.8;-3.4;0.3;-3.1;0.1;0.1;-0.1;0.0;0.0;4.8;4.8;12.1;46.0;0.0;5.4;3.2;0.0;11.2;52.6;66.7;0.0;0.0;0.0
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Medic Lovro;Big;Receiver;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Medic Lovro;4.8;4.2;2005;5;45.8;9;12;0;1;0;3;4;16;0;0;9.2;1.8;2.4;0.0;0.2;0.0;0.6;0.8;3.2;15.0;1.8;3;5;60.0;0;0;0.0;3;5;60.0;3;4;75.0;105.5;105.5;0.0;-3.4;-0.6;-4.0;-0.1;0.1;0.0;0.0;0.0;10.5;2.1;0.0;0.0;0.0;15.4;1.1;0.0;9.1;68.2;60.0;30.7;16.6;60.0
20232024;NBBL;NBBL B;SEASON;BBA Giants Kornwestheim;Noah Popescu;Combo;Creator;20232024_NBBL_NBBL B_SEASON_BBA Giants Kornwestheim_Noah Popescu;2.5;2.7;2006;17;557.7;261;70;34;42;6;63;58;153;0;0;32.8;15.4;4.1;2.0;2.5;0.4;3.7;3.4;9.0;18.0;5.4;64;136;47.1;23;119;19.3;87;255;34.1;64;93;68.8;88.4;95.7;-7.3;-0.7;1.2;0.5;1.6;0.3;0.5;0.8;0.1;82.4;4.8;3.3;9.2;0.5;7.4;3.9;1.0;27.4;44.7;38.6;17.6;3.9;25.1
