PLAYER;TEAM;DIV;EST POS;POS;EST ROLE;ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS/40;FIC;FIC/Gm;AS RATIO;AS RATE;AS/TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT-RATE
Aron Kretschmann;Rostock Seawolves;B;2.9;Wing;4.3;Receiver;2007;9;178.8;62;18;5;5;1;23;25;16;0;0;19.9;6.9;2.0;0.6;0.6;0.1;2.6;2.8;1.8;4.5;-1.0;10;22;45.5;12;47;25.5;22;69;31.9;6;11;54.5;70.2;107.0;-36.9;-7.2;-1.4;-8.7;-3.1;-0.5;-0.1;-0.7;-0.1;-4.6;-0.5;2.1;5.1;0.2;5.3;1.3;0.5;22.4;42.2;40.6;23.7;0.6;8.7
Clemens Sokolov;Tornados Franken;B;4.5;Forward;4.5;Receiver;2007;11;246.9;62;42;6;7;10;15;23;74;0;0;22.4;5.6;3.8;0.5;0.6;0.9;1.4;2.1;6.7;13.6;3.3;25;56;44.6;1;3;33.3;26;59;44.1;9;14;64.3;94.0;91.9;2.1;0.2;-0.1;0.1;1.1;0.2;0.4;0.6;0.1;45.3;4.1;2.8;7.3;0.4;9.2;1.4;3.7;13.3;48.0;44.9;18.7;8.1;15.3
Paul Göpffahrt;TS Jahn München;B;4.4;Forward;2.9;Creator;2005;9;162.4;61;42;11;4;3;11;17;71;0;0;18.0;6.8;4.7;1.2;0.4;0.3;1.2;1.9;7.9;22.1;5.9;23;48;47.9;0;3;0.0;23;51;45.1;15;26;57.7;99.3;90.8;8.6;-1.3;-0.9;-2.2;0.0;0.3;0.3;0.6;0.2;47.3;5.3;5.0;14.4;1.0;13.8;1.3;1.9;19.5;49.7;45.1;15.0;11.0;29.4
Henrik Besch;Berlin Braves Baskets;B;3.9;Forward;4.1;Receiver;2005;10;177.7;61;34;6;4;3;10;12;59;0;0;17.8;6.1;3.4;0.6;0.4;0.3;1.0;1.2;5.9;15.8;4.0;27;59;45.8;0;6;0.0;27;65;41.5;7;8;87.5;90.6;93.8;-3.2;-0.8;-1.6;-2.4;-0.1;0.1;0.2;0.3;0.1;34.3;3.4;2.9;7.5;0.6;10.8;1.1;1.7;18.7;44.7;41.5;12.7;6.4;10.8
Marino Quandt Sorribes;Rostock Seawolves;B;3.5;Forward;3.2;Neutral;2006;8;211.7;60;52;17;8;1;16;21;89;1;0;26.5;7.5;6.5;2.1;1.0;0.1;2.0;2.6;11.1;19.3;6.5;18;31;58.1;4;22;18.2;22;53;41.5;12;14;85.7;103.7;102.6;1.0;-0.7;0.4;-0.3;0.8;0.5;0.0;0.5;0.1;60.0;7.5;7.5;21.5;1.1;12.7;1.9;0.5;14.9;51.2;45.3;21.3;12.8;22.6
Leonar Fliege;Basketball Löwen Erfurt;B;4.7;Forward;3.7;Neutral;2007;10;254.1;60;65;15;10;19;21;26;114;2;0;25.4;6.0;6.5;1.5;1.0;1.9;2.1;2.6;11.4;17.0;5.9;23;43;53.5;2;7;28.6;25;50;50.0;8;17;47.1;91.6;96.6;-5.0;-1.3;1.6;0.3;1.3;0.1;0.2;0.4;0.1;81.1;8.1;7.0;18.3;0.7;12.4;1.8;6.0;12.2;52.8;52.0;26.8;10.0;16.0
Noah Schirin-Sokhan;ART Giants Düsseldorf;B;1.7;Point;2.8;Creator;2005;9;227.1;60;15;22;3;0;18;28;38;0;0;25.2;6.7;1.7;2.4;0.3;0.0;2.0;3.1;4.2;9.2;0.8;7;23;30.4;11;35;31.4;18;58;31.0;13;17;76.5;89.8;116.9;-27.1;-4.2;-0.9;-5.1;-1.7;0.1;-0.6;-0.5;-0.1;15.9;1.8;8.1;24.9;1.2;3.9;0.7;0.0;16.0;46.3;40.5;21.6;3.0;22.4
Milio-Leandro Stein;SG Junior Löwen Braunschweig;B;1.5;Point;2.1;Creator;2005;6;141.1;60;9;7;14;1;5;15;69;0;0;23.5;10.0;1.5;1.2;2.3;0.2;0.8;2.5;11.5;31.4;9.0;10;15;66.7;12;24;50.0;22;39;56.4;4;4;100.0;141.4;93.5;47.9;1.2;1.7;2.9;2.1;0.9;0.2;1.1;0.3;46.3;7.7;5.1;14.8;1.4;3.8;5.2;0.7;14.3;73.9;71.8;10.9;2.5;10.3
Edwin Krzeminski;Niners Chemnitz Academy;A;2.3;Combo;2.9;Creator;2005;12;224.8;60;31;25;9;1;21;28;66;0;0;18.7;5.0;2.6;2.1;0.8;0.1;1.8;2.3;5.5;14.9;2.7;20;41;48.8;3;13;23.1;23;54;42.6;11;19;57.9;92.2;107.5;-15.2;-3.3;0.1;-3.3;-0.6;0.1;-0.1;0.0;0.0;38.4;3.2;8.8;28.1;1.2;8.5;2.1;0.4;16.9;48.7;45.4;25.2;6.5;20.4
Radouan Aberkane;Eisbären Bremerhaven;A;3.2;Wing;2.4;Creator;2007;9;207.3;59;42;22;13;1;41;30;57;0;0;23.0;6.6;4.7;2.4;1.4;0.1;4.6;3.3;6.3;9.3;2.0;13;30;43.3;6;26;23.1;19;56;33.9;15;17;88.2;70.4;102.7;-32.3;-6.6;-0.1;-6.6;-2.4;-0.7;0.1;-0.6;-0.1;26.1;2.9;7.4;20.1;0.5;11.3;3.0;0.4;20.8;47.0;39.3;39.2;9.1;26.8
Richard Schmitt;Alba Berlin;A;2.7;Wing;3.0;Creator;2007;8;169.1;59;25;13;4;0;15;14;57;0;0;21.1;7.4;3.1;1.6;0.5;0.0;1.9;1.8;7.1;15.3;5.5;19;32;59.4;6;19;31.6;25;51;49.0;3;6;50.0;94.3;94.9;-0.6;0.3;-0.5;-0.2;0.9;0.1;0.3;0.4;0.1;33.5;4.2;6.8;18.2;0.9;7.9;1.1;0.0;16.5;55.2;54.9;21.8;3.3;5.9
Luis Ohrmann;BBA Hagen;B;2.0;Combo;1.8;Pure Creator;2008;6;169.2;59;18;16;4;3;24;17;42;0;0;28.2;9.8;3.0;2.7;0.7;0.5;4.0;2.8;7.0;13.2;4.4;20;44;45.5;0;6;0.0;20;50;40.0;19;23;82.6;82.8;106.2;-23.4;-3.4;0.1;-3.3;-0.6;-0.1;-0.1;-0.2;-0.1;17.9;3.0;6.2;18.2;0.7;5.4;1.2;2.0;21.2;49.8;40.0;28.5;2.3;38.0
Yannick Mogalle;Bamberg freakcity academy;A;3.7;Forward;3.4;Neutral;2006;11;183.2;58;33;10;8;7;13;20;67;0;0;16.7;5.3;3.0;0.9;0.7;0.6;1.2;1.8;6.1;18.6;3.1;20;38;52.6;3;10;30.0;23;48;47.9;9;20;45.0;96.1;107.8;-11.7;-4.6;0.6;-4.0;-0.9;0.2;-0.1;0.1;0.0;44.3;4.0;5.0;13.8;0.8;10.2;2.2;3.3;16.4;51.8;51.0;18.6;7.5;18.8
Tobias Drochner;Tornados Franken;B;2.4;Combo;4.0;Neutral;2005;13;183.9;58;23;12;4;0;13;12;42;0;0;14.1;4.5;1.8;0.9;0.3;0.0;1.0;0.9;3.2;13.6;1.6;20;38;52.6;4;19;21.1;24;57;42.1;6;15;40.0;95.1;99.6;-4.5;-1.3;-2.1;-3.4;-0.5;0.2;0.1;0.3;0.1;27.9;2.1;5.6;15.1;0.9;6.8;1.1;0.0;16.8;46.0;45.6;17.0;9.1;10.5
Luca May;Medipolis SC Jena;A;3.0;Wing;4.3;Receiver;2006;12;239.7;58;28;11;8;2;17;26;56;0;0;20.0;4.8;2.3;0.9;0.7;0.2;1.4;2.2;4.7;10.2;2.0;7;21;33.3;9;26;34.6;16;47;34.0;17;20;85.0;95.0;97.7;-2.7;0.1;0.2;0.3;1.3;0.1;0.3;0.4;0.1;28.8;2.4;5.4;14.5;0.6;6.9;1.6;1.0;12.6;52.7;43.6;23.3;2.9;36.2
Aksel Laso;FC Bayern München;A;1.1;Point;2.4;Creator;2006;10;232.5;58;20;35;15;0;28;18;63;0;0;23.3;5.8;2.0;3.5;1.5;0.0;2.8;1.8;6.3;13.6;4.2;9;20;45.0;12;33;36.4;21;53;39.6;4;9;44.4;85.6;100.2;-14.7;-0.1;0.7;0.6;1.4;-0.1;0.2;0.1;0.0;43.4;4.3;11.9;37.9;1.3;5.0;3.2;0.0;15.2;51.2;50.9;32.9;1.0;7.5
Samuel Kurr;BBA Giants Kornwestheim;B;1.6;Point;2.0;Creator;2006;10;220.9;57;24;27;17;2;41;17;55;0;0;22.1;5.7;2.4;2.7;1.7;0.2;4.1;1.7;5.5;11.8;3.7;9;20;45.0;11;29;37.9;20;49;40.8;6;8;75.0;74.8;96.0;-21.2;-3.1;0.7;-2.4;-0.2;-0.4;0.2;-0.2;0.0;33.3;3.3;8.6;27.2;0.7;6.7;4.0;0.8;18.2;54.6;52.0;43.8;3.1;12.2
Erik Larsen;Sartorius Juniors;B;1.9;Combo;4.0;Receiver;2005;10;203.6;57;12;23;5;0;12;28;37;0;0;20.4;5.7;1.2;2.3;0.5;0.0;1.2;2.8;3.7;9.3;0.7;9;23;39.1;12;46;26.1;21;69;30.4;3;3;100.0;96.6;94.3;2.4;0.7;-0.7;0.0;1.0;0.2;0.3;0.5;0.1;15.6;1.6;8.8;26.4;1.9;3.3;1.2;0.0;16.3;40.6;39.1;14.6;1.1;4.3
Marko Petric;Young Rasta Dragons;A;2.6;Wing;3.5;Neutral;2008;8;161.4;56;13;10;5;1;20;14;27;0;0;20.2;7.0;1.6;1.3;0.6;0.1;2.5;1.8;3.4;10.3;1.4;10;25;40.0;11;31;35.5;21;56;37.5;3;6;50.0;82.1;94.5;-12.4;-1.2;-1.5;-2.8;-0.3;-0.2;0.3;0.1;0.0;11.5;1.4;4.5;12.4;0.5;4.8;1.6;0.6;20.7;47.9;47.3;25.4;2.8;5.4
Guillaume Charles Pietro Schoentgen;ratiopharm Ulm;B;3.8;Forward;3.6;Neutral;2006;7;118.6;56;22;6;4;2;10;15;47;0;0;16.9;8.0;3.1;0.9;0.6;0.3;1.4;2.1;6.7;22.3;3.6;12;22;54.5;10;31;32.3;22;53;41.5;2;4;50.0;100.3;98.2;2.2;-0.5;-1.8;-2.3;0.1;0.3;0.1;0.4;0.1;28.0;4.0;3.3;9.1;0.6;10.6;1.7;1.8;23.3;51.3;50.9;15.4;8.4;3.8
Julius Gebauer;Phoenix Hagen;B;2.0;Combo;1.7;Pure Creator;2007;9;131.7;56;16;11;3;1;17;12;42;0;0;14.6;6.2;1.8;1.2;0.3;0.1;1.9;1.3;4.7;18.9;3.2;14;34;41.2;2;6;33.3;16;40;40.0;22;26;84.6;92.9;106.6;-13.7;-5.1;-1.5;-6.6;-1.7;0.2;-0.1;0.1;0.0;21.3;2.4;5.5;15.4;0.6;6.3;1.2;0.6;23.0;55.6;42.5;24.8;3.4;55.0
Moritz Grüß;Young Rasta Dragons;A;1.7;Point;3.0;Neutral;2008;8;168.1;55;16;12;12;0;20;14;48;0;0;21.0;6.9;2.0;1.5;1.5;0.0;2.5;1.8;6.0;15.9;3.8;12;19;63.2;7;25;28.0;19;44;43.2;10;12;83.3;93.9;91.4;2.5;-0.4;0.4;0.0;1.0;0.1;0.3;0.5;0.1;27.8;3.5;5.9;16.6;0.6;5.7;3.6;0.0;17.0;56.4;51.1;28.9;3.4;22.7
Max Dick;USC Heidelberg;B;3.9;Forward;4.6;Receiver;2005;9;188.5;55;38;5;5;1;20;14;38;0;0;20.9;6.1;4.2;0.6;0.6;0.1;2.2;1.6;4.2;7.9;2.2;20;43;46.5;3;22;13.6;23;65;35.4;6;10;60.0;72.5;95.2;-22.6;-3.5;-0.7;-4.3;-1.1;-0.4;0.2;-0.2;0.0;16.5;1.8;2.3;5.5;0.3;10.7;1.2;0.5;18.8;39.9;37.7;22.4;3.3;9.2
Husein Petlaca;BBA Giants Kornwestheim;B;4.6;Forward;1.4;Pure Creator;2006;5;75.3;55;17;0;7;3;6;9;58;0;0;15.1;11.0;3.4;0.0;1.4;0.6;1.2;1.8;11.6;46.1;8.9;10;15;66.7;9;19;47.4;19;34;55.9;8;11;72.7;129.7;88.8;40.9;-2.1;-0.5;-2.6;0.1;0.6;0.2;0.8;0.4;39.4;7.9;0.0;0.0;0.0;12.6;4.7;3.3;24.3;71.6;69.1;13.4;9.4;23.5
Till Gerdes;BBA Hagen;B;4.9;Big;2.9;Creator;2005;8;146.6;54;35;1;3;3;7;26;72;0;0;18.3;6.8;4.4;0.1;0.4;0.4;0.9;3.3;9.0;23.7;5.3;24;38;63.2;1;1;100.0;25;39;64.1;3;6;50.0;120.2;106.4;13.7;-3.2;-0.5;-3.7;-0.6;0.6;-0.1;0.5;0.1;40.5;5.1;0.8;2.0;0.1;12.1;1.0;2.3;13.9;65.2;65.4;14.4;12.7;7.7
Lars Danziger;RheinStars Köln;B;2.0;Combo;2.7;Creator;2008;7;135.8;54;30;18;9;0;14;8;65;1;0;19.4;7.7;4.3;2.6;1.3;0.0;2.0;1.1;9.3;25.8;7.9;21;41;51.2;1;7;14.3;22;48;45.8;9;15;60.0;98.3;86.3;12.0;-0.8;0.6;-0.2;0.9;0.3;0.4;0.7;0.2;45.6;6.5;7.7;24.8;1.3;12.5;3.6;0.0;21.8;50.0;46.9;20.4;5.4;18.8
Finley Prüver;Eintracht Frankfurt;B;2.6;Wing;3.4;Neutral;2006;12;168.4;54;26;7;10;0;9;18;63;0;0;14.0;4.5;2.2;0.6;0.8;0.0;0.8;1.5;5.3;20.7;3.8;6;13;46.2;11;24;45.8;17;37;45.9;9;14;64.3;120.1;83.6;36.4;1.2;-0.3;1.0;1.5;0.6;0.5;1.1;0.3;42.8;3.6;4.7;13.0;0.8;8.1;3.0;0.0;12.6;63.4;60.8;17.3;8.0;24.3
Julijo Kendes;Team Urspring;A;2.4;Combo;4.4;Receiver;2006;13;177.8;54;13;8;6;0;9;18;29;0;0;13.7;4.2;1.0;0.6;0.5;0.0;0.7;1.4;2.2;10.9;0.6;4;18;22.2;13;41;31.7;17;59;28.8;7;8;87.5;95.7;99.6;-3.9;-2.0;-1.4;-3.4;-0.5;0.2;0.1;0.3;0.1;14.0;1.1;3.8;10.9;0.9;4.4;1.8;0.0;17.5;43.4;39.8;12.6;3.8;11.9
Daniel Riedrich;KICKZ IBAM;A;3.7;Forward;3.3;Neutral;2005;7;129.9;54;28;3;5;2;11;5;58;0;0;18.6;7.7;4.0;0.4;0.7;0.3;1.6;0.7;8.3;25.4;6.4;13;26;50.0;5;13;38.5;18;39;46.2;13;15;86.7;109.9;105.8;4.2;-0.3;-1.1;-1.4;0.4;0.4;0.0;0.4;0.1;39.4;5.6;1.9;5.2;0.3;12.6;2.0;1.6;19.3;60.0;52.6;19.4;10.0;33.3
Dominik Weitz;Team Bonn/Rhöndorf;B;3.7;Forward;4.3;Receiver;2006;10;157.5;54;30;2;6;2;9;14;49;0;0;15.7;5.4;3.0;0.2;0.6;0.2;0.9;1.4;4.9;17.2;3.2;15;27;55.6;6;24;25.0;21;51;41.2;6;12;50.0;102.1;86.4;15.6;1.0;-0.9;0.0;1.1;0.3;0.4;0.7;0.2;31.5;3.2;1.2;3.0;0.2;10.1;1.9;1.2;16.2;48.4;47.1;13.8;9.9;11.8
Silver Bieling;KICKZ IBAM;A;2.1;Combo;2.4;Creator;2005;8;99.2;53;16;9;7;1;11;10;47;0;0;12.4;6.6;2.0;1.1;0.9;0.1;1.4;1.3;5.9;28.4;4.5;7;19;36.8;10;24;41.7;17;43;39.5;9;11;81.8;106.7;95.9;10.8;-3.1;-0.7;-3.8;-0.4;0.4;0.1;0.5;0.2;30.1;3.8;5.1;14.7;0.8;9.2;3.7;1.1;25.9;55.9;51.2;18.7;2.3;20.9
Ludwig Hassler;Dresden Titans;B;3.4;Forward;1.0;Pure Creator;2005;3;89.7;53;30;8;9;2;13;8;67;2;0;29.9;17.7;10.0;2.7;3.0;0.7;4.3;2.7;22.3;40.4;22.5;16;26;61.5;2;12;16.7;18;38;47.4;15;17;88.2;106.8;93.4;13.4;0.8;1.7;2.4;1.8;0.4;0.1;0.5;0.2;45.9;15.3;4.6;13.2;0.6;21.4;5.2;2.2;28.2;59.2;50.0;22.2;18.5;39.5
Ben Elijah David Williams;TG Hanau;B;1.8;Combo;2.7;Creator;2006;9;173.1;53;10;10;6;1;17;15;41;0;0;19.2;5.9;1.1;1.1;0.7;0.1;1.9;1.7;4.6;13.8;2.7;8;16;50.0;10;22;45.5;18;38;47.4;7;9;77.8;97.6;116.4;-18.7;-3.9;-0.3;-4.2;-1.0;0.2;-0.4;-0.2;0.0;22.1;2.5;5.8;16.3;0.6;3.3;1.7;0.5;14.7;63.7;60.5;28.8;2.6;18.4
Andrej Milutinovic;Berlin Braves Baskets;B;3.4;Forward;3.7;Neutral;2006;10;154.1;53;30;11;12;2;13;21;57;0;0;15.4;5.3;3.0;1.1;1.2;0.2;1.3;2.1;5.7;17.8;2.8;22;48;45.8;1;7;14.3;23;55;41.8;6;12;50.0;87.3;86.5;0.8;-1.6;-0.2;-1.8;0.2;0.0;0.4;0.4;0.1;34.5;3.5;5.4;14.5;0.8;10.6;3.8;1.3;19.8;44.3;42.7;17.7;8.9;10.9
Giuliano Aufiero;FC Bayern München;A;3.1;Wing;4.1;Receiver;2007;11;174.7;53;21;4;8;1;9;23;50;0;0;15.9;4.8;1.9;0.4;0.7;0.1;0.8;2.1;4.5;14.2;2.3;16;32;50.0;3;11;27.3;19;43;44.2;12;16;75.0;100.9;99.1;1.8;-2.3;0.1;-2.1;0.1;0.2;0.2;0.4;0.1;24.0;2.2;2.6;6.6;0.4;7.0;2.2;0.5;14.0;53.6;47.7;15.2;2.6;27.9
Tim Schnelle;Bayer Giants Leverkusen;A;3.8;Forward;4.4;Receiver;2006;14;262.3;52;50;12;13;9;14;35;73;0;0;18.7;3.7;3.6;0.9;0.9;0.6;1.0;2.5;5.2;11.4;2.4;19;41;46.3;2;16;12.5;21;57;36.8;8;21;38.1;83.2;89.7;-6.5;0.0;1.8;1.8;2.2;-0.2;0.6;0.5;0.1;44.9;3.2;5.4;14.4;0.9;10.3;2.4;3.4;12.2;39.8;38.6;17.4;5.7;14.0
Tobias Neubert;Tornados Franken;B;1.7;Point;2.7;Creator;2006;7;129.1;52;13;13;14;2;16;13;53;0;0;18.4;7.4;1.9;1.9;2.0;0.3;2.3;1.9;7.6;22.4;5.7;13;19;68.4;4;17;23.5;17;36;47.2;14;20;70.0;98.6;82.6;16.0;-1.6;1.3;-0.3;0.8;0.2;0.4;0.6;0.2;34.5;4.9;7.4;20.3;0.8;5.5;5.2;1.4;18.4;59.1;52.8;26.3;2.3;38.9
Jayden Estrus Jr. Fatnassi;Hamburg Towers;A;3.2;Wing;3.5;Neutral;2007;11;167.7;52;32;5;8;1;9;12;66;0;0;15.2;4.7;2.9;0.5;0.7;0.1;0.8;1.1;6.0;21.5;4.8;18;30;60.0;3;11;27.3;21;41;51.2;7;10;70.0;111.6;94.7;16.9;0.7;-0.3;0.4;1.2;0.4;0.3;0.7;0.2;44.8;4.1;3.3;9.0;0.6;11.1;2.5;0.6;14.2;57.8;54.9;16.5;11.8;17.1
Titus Schuster;BBA Giants Kornwestheim;B;2.3;Combo;4.0;Neutral;2005;7;196.9;51;25;13;11;1;17;7;26;0;0;28.1;7.3;3.6;1.9;1.6;0.1;2.4;1.0;3.7;9.6;2.2;8;21;38.1;11;46;23.9;19;67;28.4;2;12;16.7;76.3;95.2;-18.9;-1.5;0.3;-1.2;0.4;-0.3;0.2;-0.1;0.0;21.8;3.1;4.9;14.1;0.8;8.1;2.9;0.5;19.5;35.5;36.6;19.0;5.3;3.0
Lukas Wiegeler;UBC Münster;A;2.8;Wing;4.4;Receiver;2007;13;212.8;51;21;4;6;2;8;21;43;0;0;16.4;3.9;1.6;0.3;0.5;0.2;0.6;1.6;3.3;11.3;1.1;15;32;46.9;4;14;28.6;19;46;41.3;9;15;60.0;98.5;103.6;-5.1;-1.9;-0.6;-2.5;-0.2;0.2;0.0;0.2;0.0;22.9;1.8;2.5;6.5;0.5;5.5;1.4;0.8;12.0;49.0;45.7;13.2;5.6;19.6
Felix Sinning;TG Hanau;B;4.3;Forward;3.2;Neutral;2007;9;204.7;51;49;9;7;2;15;30;84;0;0;22.7;5.7;5.4;1.0;0.8;0.2;1.7;3.3;9.3;17.4;5.0;24;37;64.9;0;0;0.0;24;37;64.9;3;9;33.3;103.2;105.0;-1.8;-3.2;0.8;-2.4;-0.2;0.4;-0.1;0.3;0.1;49.6;5.5;5.5;15.5;0.6;13.7;1.7;0.9;11.9;62.8;64.9;26.8;11.0;8.1
Jamie Camron Edoka;Eintracht Frankfurt;B;2.1;Combo;3.6;Neutral;2008;9;187.0;51;25;19;17;4;18;23;54;0;0;20.8;5.7;2.8;2.1;1.9;0.4;2.0;2.6;6.0;15.5;3.0;15;32;46.9;3;25;12.0;18;57;31.6;12;17;70.6;84.2;83.6;0.6;0.1;1.3;1.4;1.7;-0.1;0.6;0.5;0.1;34.1;3.8;7.4;21.9;1.1;7.1;4.6;2.1;18.5;40.0;34.2;21.8;6.8;21.1
David Jovanovic;TS Jahn München;B;3.8;Forward;4.0;Neutral;2007;10;194.8;51;35;7;16;5;5;26;72;0;0;19.5;5.1;3.5;0.7;1.6;0.5;0.5;2.6;7.2;18.6;4.5;9;19;47.4;10;35;28.6;19;54;35.2;3;5;60.0;101.1;84.1;17.1;0.3;1.7;2.0;2.0;0.3;0.6;0.9;0.2;47.9;4.8;3.9;11.2;1.4;9.6;4.3;2.7;13.6;45.5;44.4;8.2;6.4;5.6
Marijan Krstonic;Sartorius Juniors;B;5.0;Big;3.4;Neutral;2005;10;111.1;50;36;1;2;0;12;22;63;0;0;11.1;5.0;3.6;0.1;0.2;0.0;1.2;2.2;6.3;23.6;3.0;17;30;56.7;2;2;100.0;19;32;59.4;10;11;90.9;114.4;88.6;25.9;-2.0;-2.1;-4.1;-0.6;0.5;0.2;0.7;0.3;33.4;3.3;0.8;2.0;0.1;18.0;0.9;0.0;17.4;68.7;62.5;24.6;17.5;31.3
Luis Klöpzig;Dresden Titans;B;4.6;Forward;3.7;Neutral;2005;10;195.1;50;63;10;7;5;23;24;59;1;0;19.5;5.0;6.3;1.0;0.7;0.5;2.3;2.4;5.9;12.2;2.4;15;40;37.5;2;15;13.3;17;55;30.9;14;29;48.3;72.5;96.9;-24.5;-4.7;-0.3;-4.9;-1.4;-0.5;0.2;-0.3;-0.1;38.9;3.9;3.9;10.7;0.4;18.6;1.8;2.3;19.9;37.5;32.7;25.3;15.3;25.5
Simon Maximilian Kley;Team Bonn/Rhöndorf;B;4.6;Forward;4.0;Neutral;2006;10;169.5;50;47;9;6;5;14;27;68;0;0;17.0;5.0;4.7;0.9;0.6;0.5;1.4;2.7;6.8;16.8;3.1;22;49;44.9;0;2;0.0;22;51;43.1;6;12;50.0;93.0;85.7;7.3;0.3;-0.2;0.1;1.1;0.1;0.5;0.6;0.1;40.5;4.1;4.7;12.4;0.6;15.5;1.7;2.7;16.5;44.8;43.1;19.9;14.5;11.8
Felix Stoll;Orange Academy;B;4.1;Forward;3.4;Neutral;2007;7;134.5;50;35;5;5;7;5;16;62;1;0;19.2;7.1;5.0;0.7;0.7;1.0;0.7;2.3;8.9;24.6;5.4;20;44;45.5;0;2;0.0;20;46;43.5;10;19;52.6;103.3;88.3;14.9;-0.4;-0.6;-0.9;0.6;0.4;0.3;0.7;0.2;43.4;6.2;3.0;8.2;1.0;13.1;1.9;4.8;19.3;46.6;43.5;8.4;15.3;21.7
Sebastian Kuhn;Porsche BBA Ludwigsburg;A;1.8;Combo;3.0;Creator;2007;12;177.0;49;12;18;2;0;19;16;45;0;0;14.7;4.1;1.0;1.5;0.2;0.0;1.6;1.3;3.8;12.4;2.0;11;16;68.8;7;14;50.0;18;30;60.0;6;11;54.5;99.7;101.5;-1.8;-1.4;-1.8;-3.2;-0.4;0.2;0.1;0.3;0.1;25.1;2.1;9.9;31.1;0.9;3.8;0.6;0.0;12.7;71.2;71.7;35.3;1.9;20.0
Leon Kasche;Würzburg Baskets Akademie;B;3.4;Forward;3.0;Creator;2006;10;123.2;49;27;5;3;0;9;7;57;0;0;12.3;4.9;2.7;0.5;0.3;0.0;0.9;0.7;5.7;23.4;4.0;16;28;57.1;4;7;57.1;20;35;57.1;5;8;62.5;116.9;103.2;13.7;-1.8;-1.3;-3.1;-0.2;0.5;0.0;0.5;0.1;38.5;3.9;4.0;10.2;0.6;12.1;1.2;0.0;15.8;64.1;62.9;18.9;12.0;14.3
Daniel Hinkov;Porsche BBA Ludwigsburg;A;2.9;Wing;2.8;Creator;2007;9;110.1;49;20;11;6;0;6;14;56;0;0;12.2;5.4;2.2;1.2;0.7;0.0;0.7;1.6;6.2;27.5;3.9;4;11;36.4;11;25;44.0;15;36;41.7;8;11;72.7;123.8;91.2;32.5;-1.1;-0.7;-1.7;0.4;0.5;0.2;0.8;0.3;38.1;4.2;7.4;22.3;1.8;9.9;2.8;0.0;17.9;60.6;56.9;12.8;5.1;22.2
Dominic Vengert;USC Heidelberg;B;2.3;Combo;2.8;Creator;2006;6;115.3;49;15;9;9;3;17;8;38;0;0;19.2;8.2;2.5;1.5;1.5;0.5;2.8;1.3;6.3;18.4;4.1;13;23;56.5;6;20;30.0;19;43;44.2;5;11;45.5;84.7;94.4;-9.7;-2.6;0.4;-2.2;0.1;0.0;0.1;0.1;0.0;24.1;4.0;5.2;13.4;0.5;7.0;3.7;2.2;22.5;51.7;51.2;26.2;0.9;11.6
Luis Uhlenbrock;Phoenix Hagen;B;1.8;Combo;3.1;Neutral;2005;7;204.0;48;16;11;8;2;17;13;42;0;0;29.1;6.9;2.3;1.6;1.1;0.3;2.4;1.9;6.0;12.2;4.2;14;27;51.9;3;11;27.3;17;38;44.7;11;16;68.8;87.9;102.4;-14.5;-1.6;1.2;-0.4;0.7;0.0;0.0;0.0;0.0;24.3;3.5;5.8;17.0;0.6;4.1;2.0;0.8;13.6;54.1;48.7;27.4;2.8;28.9
Vadim Maisels;TG Hanau;B;2.1;Combo;3.2;Neutral;2005;9;175.6;48;31;14;17;0;12;36;60;0;0;19.5;5.3;3.4;1.6;1.9;0.0;1.3;4.0;6.7;16.7;2.0;12;32;37.5;6;18;33.3;18;50;36.0;6;12;50.0;90.8;99.9;-9.0;-5.0;2.4;-2.6;-0.2;0.1;0.1;0.2;0.0;33.5;3.7;6.8;19.9;1.2;10.1;4.9;0.0;16.6;43.8;42.0;17.8;8.3;12.0
Tin Udovicic;KICKZ IBAM;A;1.0;Point;1.0;Pure Creator;2005;3;93.6;48;19;26;10;3;7;7;80;1;0;31.2;16.0;6.3;8.7;3.3;1.0;2.3;2.3;26.7;48.4;21.3;11;17;64.7;6;18;33.3;17;35;48.6;8;9;88.9;132.0;80.9;51.1;3.8;3.1;6.9;3.5;0.8;0.4;1.2;0.5;61.6;20.5;13.5;50.5;3.7;12.1;5.7;3.3;22.4;62.2;57.1;15.2;2.8;22.9
Caspar Chima Okoro;KICKZ IBAM;A;3.1;Wing;3.8;Neutral;2006;12;199.9;48;27;9;8;4;9;24;61;0;0;16.7;4.0;2.3;0.8;0.7;0.3;0.8;2.0;5.1;15.8;2.5;20;29;69.0;1;7;14.3;21;36;58.3;5;16;31.3;105.1;101.8;3.2;-0.4;0.5;0.1;1.1;0.3;0.1;0.4;0.1;37.5;3.1;5.6;16.5;1.0;7.6;2.1;2.0;11.3;56.6;59.7;17.3;5.2;13.9
