FormCurve-ID;Date;Season;League;Division;Season_Type;Team_long;Opponent_long;Team;Opponent;Home;PTS;OPP_PTS
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_ROTH Energie BBA GIESSEN 46ers;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;ROTH Energie BBA GIESSEN 46ers;Bamberg;Giessen;1;82;75
10.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Young Rasta Dragons;10.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Young Rasta Dragons;Alba Berlin;Rasta Vechta;1;61;64
16.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_Eintracht Frankfurt;16.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;Eintracht Frankfurt;Würzburg;Frankfurt;0;64;101
16.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_Würzburg Baskets Akademie;16.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;Würzburg Baskets Akademie;Frankfurt;Würzburg;1;101;64
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_ratiopharm Ulm;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;ratiopharm Ulm;Kirchheim;ratiopharm Ulm;0;69;92
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_Team Südhessen;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;Team Südhessen;Heidelberg;Südhessen;0;75;80
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_HAKRO Merlins Crailsheim;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;HAKRO Merlins Crailsheim;Jahn München;Crailsheim;1;64;58
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_TG Hanau;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;TG Hanau;Nürnberg;TG Hanau;0;88;83
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_Tornados Franken;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;Tornados Franken;TG Hanau;Nürnberg;1;83;88
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_USC Heidelberg;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;USC Heidelberg;Südhessen;Heidelberg;1;80;75
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_RheinStars Köln;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;RheinStars Köln;Bonn-Rhöndorf;RS Köln;1;71;91
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Sartorius Juniors;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Sartorius Juniors;Braunschweig;Göttingen;1;64;84
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_SG Junior Löwen Braunschweig;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;SG Junior Löwen Braunschweig;Göttingen;Braunschweig;0;84;64
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_Dresden Titans;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;Dresden Titans;Rostock;Dresden;0;65;84
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_Team Bonn/Rhöndorf;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;Team Bonn/Rhöndorf;RS Köln;Bonn-Rhöndorf;0;91;71
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_VfL Kirchheim Knights;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;VfL Kirchheim Knights;ratiopharm Ulm;Kirchheim;1;92;69
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Orange Academy_BBA Giants Kornwestheim;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;BBA Giants Kornwestheim;Orange;Kornwestheim;0;76;66
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_TS Jahn München;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;TS Jahn München;Crailsheim;Jahn München;0;58;64
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_Rostock Seawolves;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;Rostock Seawolves;Dresden;Rostock;1;84;65
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Basketball Löwen Erfurt;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Basketball Löwen Erfurt;Braves Berlin;Löwen Erfurt;1;75;57
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_Orange Academy;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;Orange Academy;Kornwestheim;Orange;1;66;76
17.12.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_Berlin Braves Baskets;17.12.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;Berlin Braves Baskets;Löwen Erfurt;Braves Berlin;0;57;75
17.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Bayer Giants Leverkusen;17.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Bayer Giants Leverkusen;Rasta Vechta;Leverkusen;1;85;58
17.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Baskets Paderborn;17.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Baskets Paderborn;Münster;Paderborn;0;69;67
17.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_Medipolis SC Jena;17.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;Medipolis SC Jena;Urspring;SC Jena;1;89;69
17.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_Team Urspring;17.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;Team Urspring;SC Jena;Urspring;0;69;89
17.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Young Rasta Dragons;17.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Young Rasta Dragons;Leverkusen;Rasta Vechta;0;58;85
17.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_UBC Münster;17.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;UBC Münster;Paderborn;Münster;1;67;69
17.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Alba Berlin;17.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Alba Berlin;Oldenburg;Alba Berlin;1;95;76
17.12.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Baskets Juniors Oldenburg;17.12.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Baskets Juniors Oldenburg;Alba Berlin;Oldenburg;0;76;95
03.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_Orange Academy;03.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;Orange Academy;ratiopharm Ulm;Orange;0;73;63
03.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Orange Academy_ratiopharm Ulm;03.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;ratiopharm Ulm;Orange;ratiopharm Ulm;1;63;73
03.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_FC Bayern München;03.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;FC Bayern München;Ludwigsburg;FC Bayern;1;80;78
03.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Porsche BBA Ludwigsburg;03.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Porsche BBA Ludwigsburg;FC Bayern;Ludwigsburg;0;78;80
06.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_SG Junior Löwen Braunschweig;06.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;SG Junior Löwen Braunschweig;Rostock;Braunschweig;1;72;103
06.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_Basketball Löwen Erfurt;06.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;Basketball Löwen Erfurt;Dresden;Löwen Erfurt;0;63;86
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_BBA Giants Kornwestheim;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;BBA Giants Kornwestheim;Kirchheim;Kornwestheim;1;91;52
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_Eintracht Frankfurt;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;Eintracht Frankfurt;Heidelberg;Frankfurt;1;61;81
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_Orange Academy;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;Orange Academy;Jahn München;Orange;0;59;71
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_Team Südhessen;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;Team Südhessen;TG Hanau;Südhessen;1;70;67
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_TG Hanau;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;TG Hanau;Südhessen;TG Hanau;0;67;70
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_BBA Hagen;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;BBA Hagen;Bonn-Rhöndorf;BBA Hagen;1;101;45
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Rostock Seawolves;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Rostock Seawolves;Braunschweig;Rostock;0;103;72
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_Berlin Braves Baskets;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;Berlin Braves Baskets;Göttingen;Braves Berlin;1;69;72
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_Phoenix Hagen;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;Phoenix Hagen;RS Köln;Phoenix Hagen;1;85;65
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen_RheinStars Köln;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;RheinStars Köln;Phoenix Hagen;RS Köln;0;65;85
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Orange Academy_TS Jahn München;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;TS Jahn München;Orange;Jahn München;1;71;59
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr_ART Giants Düsseldorf;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;ART Giants Düsseldorf;Metropol Ruhr;Düsseldorf;1;93;86
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_USC Heidelberg;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;USC Heidelberg;Frankfurt;Heidelberg;0;81;61
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Sartorius Juniors;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Sartorius Juniors;Braves Berlin;Göttingen;0;72;69
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen_Team Bonn/Rhöndorf;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;Team Bonn/Rhöndorf;BBA Hagen;Bonn-Rhöndorf;0;45;101
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_VfL Kirchheim Knights;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;VfL Kirchheim Knights;Kornwestheim;Kirchheim;0;52;91
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_Dresden Titans;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;Dresden Titans;Löwen Erfurt;Dresden;1;86;63
07.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf_Metropol Baskets Ruhr;07.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;Metropol Baskets Ruhr;Düsseldorf;Metropol Ruhr;0;86;93
07.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_UBC Münster;07.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;UBC Münster;Rasta Vechta;Münster;0;90;103
07.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Young Rasta Dragons;07.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Young Rasta Dragons;Münster;Rasta Vechta;1;103;90
07.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_FC Bayern München;07.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;FC Bayern München;Chemnitz;FC Bayern;0;75;83
07.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Baskets Juniors Oldenburg;07.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Baskets Juniors Oldenburg;Hamburg;Oldenburg;1;85;74
07.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Niners Chemnitz Academy;07.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Niners Chemnitz Academy;FC Bayern;Chemnitz;1;83;75
07.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Bayer Giants Leverkusen;07.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Bayer Giants Leverkusen;Bremerhaven;Leverkusen;1;57;105
07.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Eisbären Bremerhaven;07.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Eisbären Bremerhaven;Leverkusen;Bremerhaven;0;105;57
07.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Hamburg Towers;07.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Hamburg Towers;Oldenburg;Hamburg;0;74;85
09.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_Porsche BBA Ludwigsburg;09.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;Porsche BBA Ludwigsburg;Urspring;Ludwigsburg;1;67;61
09.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_Team Urspring;09.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;Team Urspring;Ludwigsburg;Urspring;0;61;67
14.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Hamburg Towers;14.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Hamburg Towers;Rasta Vechta;Hamburg;0;76;75
14.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_FC Bayern München;14.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;FC Bayern München;IBAM;FC Bayern;1;92;83
14.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Young Rasta Dragons;14.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Young Rasta Dragons;Hamburg;Rasta Vechta;1;75;76
14.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_KICKZ IBAM;14.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;KICKZ IBAM;FC Bayern;IBAM;0;83;92
14.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Alba Berlin;14.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Alba Berlin;Bremerhaven;Alba Berlin;0;47;104
14.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Eisbären Bremerhaven;14.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Eisbären Bremerhaven;Alba Berlin;Bremerhaven;1;104;47
19.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Würzburg Baskets Akademie_HAKRO Merlins Crailsheim;19.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Würzburg Baskets Akademie;HAKRO Merlins Crailsheim;Würzburg;Crailsheim;1;89;79
19.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_HAKRO Merlins Crailsheim_Würzburg Baskets Akademie;19.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;HAKRO Merlins Crailsheim;Würzburg Baskets Akademie;Crailsheim;Würzburg;0;79;89
19.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_Bamberg freakcity academy;19.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;Bamberg freakcity academy;Ludwigsburg;Bamberg;1;88;77
19.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_Porsche BBA Ludwigsburg;19.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;Porsche BBA Ludwigsburg;Bamberg;Ludwigsburg;0;77;88
21.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_Eintracht Frankfurt;21.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;Eintracht Frankfurt;Kirchheim;Frankfurt;0;72;86
21.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_Sartorius Juniors;21.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;Sartorius Juniors;Bonn-Rhöndorf;Göttingen;0;70;88
21.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_Team Bonn/Rhöndorf;21.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;Team Bonn/Rhöndorf;Göttingen;Bonn-Rhöndorf;1;88;70
21.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen_Basketball Löwen Erfurt;21.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;Basketball Löwen Erfurt;Phoenix Hagen;Löwen Erfurt;1;69;67
21.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_VfL Kirchheim Knights;21.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;VfL Kirchheim Knights;Frankfurt;Kirchheim;1;86;72
21.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_Phoenix Hagen;21.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;Phoenix Hagen;Löwen Erfurt;Phoenix Hagen;0;67;69
21.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_TS Jahn München_TG Hanau;21.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;TS Jahn München;TG Hanau;Jahn München;TG Hanau;1;63;59
21.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_TG Hanau_TS Jahn München;21.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;TG Hanau;TS Jahn München;TG Hanau;Jahn München;0;59;63
21.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Team Südhessen_Orange Academy;21.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Team Südhessen;Orange Academy;Südhessen;Orange;0;76;78
21.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Rostock Seawolves_ART Giants Düsseldorf;21.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Rostock Seawolves;ART Giants Düsseldorf;Rostock;Düsseldorf;1;72;51
21.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Orange Academy_Team Südhessen;21.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Orange Academy;Team Südhessen;Orange;Südhessen;1;78;76
21.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Metropol Baskets Ruhr_Dresden Titans;21.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Metropol Baskets Ruhr;Dresden Titans;Metropol Ruhr;Dresden;0;64;70
21.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Dresden Titans_Metropol Baskets Ruhr;21.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Dresden Titans;Metropol Baskets Ruhr;Dresden;Metropol Ruhr;1;70;64
21.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_ART Giants Düsseldorf_Rostock Seawolves;21.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;ART Giants Düsseldorf;Rostock Seawolves;Düsseldorf;Rostock;0;51;72
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Alba Berlin;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Alba Berlin;Münster;Alba Berlin;1;76;78
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_ROTH Energie BBA GIESSEN 46ers;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;ROTH Energie BBA GIESSEN 46ers;Urspring;Giessen;1;88;56
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Team Urspring;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Team Urspring;Giessen;Urspring;0;56;88
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_Medipolis SC Jena;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;Medipolis SC Jena;Chemnitz;SC Jena;1;57;91
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_Niners Chemnitz Academy;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;Niners Chemnitz Academy;SC Jena;Chemnitz;0;91;57
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Baskets Paderborn;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Baskets Paderborn;Bremerhaven;Paderborn;1;71;89
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Baskets Juniors Oldenburg;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Baskets Juniors Oldenburg;Leverkusen;Oldenburg;0;73;85
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Eisbären Bremerhaven;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Eisbären Bremerhaven;Paderborn;Bremerhaven;0;89;71
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Bayer Giants Leverkusen;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Bayer Giants Leverkusen;Oldenburg;Leverkusen;1;85;73
21.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_UBC Münster;21.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;UBC Münster;Alba Berlin;Münster;0;78;76
27.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_Rostock Seawolves_BBA Hagen;27.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;Rostock Seawolves;BBA Hagen;Rostock;BBA Hagen;0;95;59
27.01.2024_2023-2024_NBBL_NBBL B_PLAY-DOWN_BBA Hagen_Rostock Seawolves;27.01.2024;2023-2024;NBBL;NBBL B;PLAY-DOWN;BBA Hagen;Rostock Seawolves;BBA Hagen;Rostock;1;59;95
27.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_Medipolis SC Jena;27.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;Medipolis SC Jena;Ludwigsburg;SC Jena;1;92;66
27.01.2024_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_Porsche BBA Ludwigsburg;27.01.2024;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;Porsche BBA Ludwigsburg;SC Jena;Ludwigsburg;0;66;92
28.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_Eintracht Frankfurt;28.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;Eintracht Frankfurt;Kirchheim;Frankfurt;1;50;67
28.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_Berlin Braves Baskets;28.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;Berlin Braves Baskets;RS Köln;Braves Berlin;0;76;75
28.01.2024_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_VfL Kirchheim Knights;28.01.2024;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;VfL Kirchheim Knights;Frankfurt;Kirchheim;0;67;50
