FormCurve-ID;Date;Season;League;Division;Season_Type;Team_long;Opponent_long;Team;Opponent;Home;PTS;OPP_PTS
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_Tornados Franken;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;Tornados Franken;Würzburg;Nürnberg;1;78;85
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_BBA Giants Kornwestheim;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;BBA Giants Kornwestheim;Kirchheim;Kornwestheim;0;90;86
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_Eintracht Frankfurt;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;Eintracht Frankfurt;Heidelberg;Frankfurt;0;71;79
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_Orange Academy;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;Orange Academy;Jahn München;Orange;1;58;72
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_Würzburg Baskets Akademie;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;Würzburg Baskets Akademie;Nürnberg;Würzburg;0;85;78
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_Team Südhessen;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;Team Südhessen;TG Hanau;Südhessen;0;71;65
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_TG Hanau;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;TG Hanau;Südhessen;TG Hanau;1;65;71
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_Metropol Baskets Ruhr;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;Metropol Baskets Ruhr;Bonn-Rhöndorf;Metropol Ruhr;1;100;90
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_Basketball Löwen Erfurt;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;Basketball Löwen Erfurt;Göttingen;Löwen Erfurt;0;109;75
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_Berlin Braves Baskets;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;Berlin Braves Baskets;Rostock;Braves Berlin;0;64;68
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_HAKRO Merlins Crailsheim;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;HAKRO Merlins Crailsheim;ratiopharm Ulm;Crailsheim;1;90;64
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen_ART Giants Düsseldorf;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;ART Giants Düsseldorf;Phoenix Hagen;Düsseldorf;0;72;83
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Orange Academy_TS Jahn München;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;TS Jahn München;Orange;Jahn München;0;72;58
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr_Team Bonn/Rhöndorf;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;Team Bonn/Rhöndorf;Metropol Ruhr;Bonn-Rhöndorf;0;90;100
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_ratiopharm Ulm;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;ratiopharm Ulm;Crailsheim;ratiopharm Ulm;0;64;90
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_USC Heidelberg;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;USC Heidelberg;Frankfurt;Heidelberg;1;79;71
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Rostock Seawolves;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Rostock Seawolves;Braves Berlin;Rostock;1;68;64
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_VfL Kirchheim Knights;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;VfL Kirchheim Knights;Kornwestheim;Kirchheim;1;86;90
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_Sartorius Juniors;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;Sartorius Juniors;Löwen Erfurt;Göttingen;1;75;109
01.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf_Phoenix Hagen;01.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;Phoenix Hagen;Düsseldorf;Phoenix Hagen;1;83;72
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_UBC Münster;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;UBC Münster;Rasta Vechta;Münster;1;91;69
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Young Rasta Dragons;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Young Rasta Dragons;Münster;Rasta Vechta;0;69;91
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Niners Chemnitz Academy;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Niners Chemnitz Academy;Giessen;Chemnitz;0;75;93
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_ROTH Energie BBA GIESSEN 46ers;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;ROTH Energie BBA GIESSEN 46ers;Chemnitz;Giessen;1;93;75
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_FC Bayern München;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;FC Bayern München;IBAM;FC Bayern;0;89;55
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Alba Berlin;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Alba Berlin;Hamburg;Alba Berlin;0;71;73
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_KICKZ IBAM;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;KICKZ IBAM;FC Bayern;IBAM;1;55;89
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Baskets Paderborn;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Baskets Paderborn;Bremerhaven;Paderborn;0;86;115
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Baskets Juniors Oldenburg;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Baskets Juniors Oldenburg;Leverkusen;Oldenburg;1;85;66
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Eisbären Bremerhaven;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Eisbären Bremerhaven;Paderborn;Bremerhaven;1;115;86
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Bayer Giants Leverkusen;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Bayer Giants Leverkusen;Oldenburg;Leverkusen;0;66;85
01.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Hamburg Towers;01.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Hamburg Towers;Alba Berlin;Hamburg;1;73;71
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_Eintracht Frankfurt;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;Eintracht Frankfurt;Würzburg;Frankfurt;1;58;77
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_ratiopharm Ulm;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;ratiopharm Ulm;Kirchheim;ratiopharm Ulm;1;57;76
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_Team Südhessen;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;Team Südhessen;Heidelberg;Südhessen;1;85;68
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_TG Hanau;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;TG Hanau;Nürnberg;TG Hanau;1;125;48
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_Tornados Franken;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;Tornados Franken;TG Hanau;Nürnberg;0;48;125
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_USC Heidelberg;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;USC Heidelberg;Südhessen;Heidelberg;0;68;85
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_BBA Hagen;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;BBA Hagen;Bonn-Rhöndorf;BBA Hagen;0;95;68
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Berlin Braves Baskets;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Berlin Braves Baskets;Braunschweig;Braves Berlin;1;89;83
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_Dresden Titans;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;Dresden Titans;Göttingen;Dresden;1;86;61
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_Basketball Löwen Erfurt;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;Basketball Löwen Erfurt;Rostock;Löwen Erfurt;1;92;82
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_ART Giants Düsseldorf;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;ART Giants Düsseldorf;RS Köln;Düsseldorf;1;96;51
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_VfL Kirchheim Knights;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;VfL Kirchheim Knights;ratiopharm Ulm;Kirchheim;0;76;57
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_Würzburg Baskets Akademie;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;Würzburg Baskets Akademie;Frankfurt;Würzburg;0;77;58
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_Sartorius Juniors;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;Sartorius Juniors;Dresden;Göttingen;0;61;86
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_SG Junior Löwen Braunschweig;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;SG Junior Löwen Braunschweig;Braves Berlin;Braunschweig;0;83;89
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen_Team Bonn/Rhöndorf;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;Team Bonn/Rhöndorf;BBA Hagen;Bonn-Rhöndorf;1;68;95
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_Rostock Seawolves;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;Rostock Seawolves;Löwen Erfurt;Rostock;0;82;92
08.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf_RheinStars Köln;08.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;RheinStars Köln;Düsseldorf;RS Köln;0;51;96
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Baskets Juniors Oldenburg;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Baskets Juniors Oldenburg;Rasta Vechta;Oldenburg;0;76;68
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Baskets Paderborn;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Baskets Paderborn;Münster;Paderborn;1;72;81
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_Niners Chemnitz Academy;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;Niners Chemnitz Academy;Urspring;Chemnitz;1;76;68
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Bamberg freakcity academy;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Bamberg freakcity academy;Giessen;Bamberg;1;79;84
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_Team Urspring;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;Team Urspring;Chemnitz;Urspring;0;68;76
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_KICKZ IBAM;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;KICKZ IBAM;SC Jena;IBAM;0;70;81
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Medipolis SC Jena;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Medipolis SC Jena;IBAM;SC Jena;1;81;70
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Bayer Giants Leverkusen;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Bayer Giants Leverkusen;Hamburg;Leverkusen;1;74;48
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Alba Berlin;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Alba Berlin;Bremerhaven;Alba Berlin;1;63;77
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Hamburg Towers;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Hamburg Towers;Leverkusen;Hamburg;0;48;74
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_UBC Münster;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;UBC Münster;Paderborn;Münster;0;81;72
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Young Rasta Dragons;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Young Rasta Dragons;Oldenburg;Rasta Vechta;1;68;76
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_ROTH Energie BBA GIESSEN 46ers;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;ROTH Energie BBA GIESSEN 46ers;Bamberg;Giessen;0;84;79
08.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_Eisbären Bremerhaven;08.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;Eisbären Bremerhaven;Alba Berlin;Bremerhaven;0;77;63
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Würzburg Baskets Akademie_Team Südhessen;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Würzburg Baskets Akademie;Team Südhessen;Würzburg;Südhessen;0;93;68
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_VfL Kirchheim Knights_TS Jahn München;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;VfL Kirchheim Knights;TS Jahn München;Kirchheim;Jahn München;0;55;64
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_USC Heidelberg_TG Hanau;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;USC Heidelberg;TG Hanau;Heidelberg;TG Hanau;0;99;75
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TS Jahn München_VfL Kirchheim Knights;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TS Jahn München;VfL Kirchheim Knights;Jahn München;Kirchheim;1;64;55
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Tornados Franken_Eintracht Frankfurt;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Tornados Franken;Eintracht Frankfurt;Nürnberg;Frankfurt;0;62;77
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_TG Hanau_USC Heidelberg;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;TG Hanau;USC Heidelberg;TG Hanau;Heidelberg;1;75;99
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Südhessen_Würzburg Baskets Akademie;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Südhessen;Würzburg Baskets Akademie;Südhessen;Würzburg;1;68;93
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Team Bonn/Rhöndorf_Phoenix Hagen;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Team Bonn/Rhöndorf;Phoenix Hagen;Bonn-Rhöndorf;Phoenix Hagen;1;69;73
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_SG Junior Löwen Braunschweig_Basketball Löwen Erfurt;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;SG Junior Löwen Braunschweig;Basketball Löwen Erfurt;Braunschweig;Löwen Erfurt;0;91;62
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Sartorius Juniors_Rostock Seawolves;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Sartorius Juniors;Rostock Seawolves;Göttingen;Rostock;1;92;58
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Rostock Seawolves_Sartorius Juniors;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Rostock Seawolves;Sartorius Juniors;Rostock;Göttingen;0;58;92
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_RheinStars Köln_Metropol Baskets Ruhr;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;RheinStars Köln;Metropol Baskets Ruhr;RS Köln;Metropol Ruhr;0;77;91
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ratiopharm Ulm_BBA Giants Kornwestheim;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ratiopharm Ulm;BBA Giants Kornwestheim;ratiopharm Ulm;Kornwestheim;0;78;70
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Phoenix Hagen_Team Bonn/Rhöndorf;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Phoenix Hagen;Team Bonn/Rhöndorf;Phoenix Hagen;Bonn-Rhöndorf;0;73;69
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Orange Academy_HAKRO Merlins Crailsheim;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Orange Academy;HAKRO Merlins Crailsheim;Orange;Crailsheim;1;63;58
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Metropol Baskets Ruhr_RheinStars Köln;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Metropol Baskets Ruhr;RheinStars Köln;Metropol Ruhr;RS Köln;1;91;77
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_HAKRO Merlins Crailsheim_Orange Academy;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;HAKRO Merlins Crailsheim;Orange Academy;Crailsheim;Orange;0;58;63
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Eintracht Frankfurt_Tornados Franken;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Eintracht Frankfurt;Tornados Franken;Frankfurt;Nürnberg;1;77;62
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Dresden Titans_Berlin Braves Baskets;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Dresden Titans;Berlin Braves Baskets;Dresden;Braves Berlin;1;69;71
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Berlin Braves Baskets_Dresden Titans;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Berlin Braves Baskets;Dresden Titans;Braves Berlin;Dresden;0;71;69
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Hagen_ART Giants Düsseldorf;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Hagen;ART Giants Düsseldorf;BBA Hagen;Düsseldorf;0;74;76
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_BBA Giants Kornwestheim_ratiopharm Ulm;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;BBA Giants Kornwestheim;ratiopharm Ulm;Kornwestheim;ratiopharm Ulm;1;70;78
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_Basketball Löwen Erfurt_SG Junior Löwen Braunschweig;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;Basketball Löwen Erfurt;SG Junior Löwen Braunschweig;Löwen Erfurt;Braunschweig;1;62;91
15.10.2023_2023-2024_NBBL_NBBL B_REGULAR SEASON_ART Giants Düsseldorf_BBA Hagen;15.10.2023;2023-2024;NBBL;NBBL B;REGULAR SEASON;ART Giants Düsseldorf;BBA Hagen;Düsseldorf;BBA Hagen;1;76;74
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Young Rasta Dragons_Hamburg Towers;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Young Rasta Dragons;Hamburg Towers;Rasta Vechta;Hamburg;1;77;73
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_UBC Münster_Alba Berlin;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;UBC Münster;Alba Berlin;Münster;Alba Berlin;0;85;91
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Team Urspring_ROTH Energie BBA GIESSEN 46ers;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Team Urspring;ROTH Energie BBA GIESSEN 46ers;Urspring;Giessen;0;95;90
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_ROTH Energie BBA GIESSEN 46ers_Team Urspring;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;ROTH Energie BBA GIESSEN 46ers;Team Urspring;Giessen;Urspring;1;90;95
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Porsche BBA Ludwigsburg_Niners Chemnitz Academy;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Porsche BBA Ludwigsburg;Niners Chemnitz Academy;Ludwigsburg;Chemnitz;1;99;68
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Niners Chemnitz Academy_Porsche BBA Ludwigsburg;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Niners Chemnitz Academy;Porsche BBA Ludwigsburg;Chemnitz;Ludwigsburg;0;68;99
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Medipolis SC Jena_FC Bayern München;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Medipolis SC Jena;FC Bayern München;SC Jena;FC Bayern;1;84;88
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_KICKZ IBAM_Bamberg freakcity academy;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;KICKZ IBAM;Bamberg freakcity academy;IBAM;Bamberg;0;87;60
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Hamburg Towers_Young Rasta Dragons;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Hamburg Towers;Young Rasta Dragons;Hamburg;Rasta Vechta;0;73;77
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_FC Bayern München_Medipolis SC Jena;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;FC Bayern München;Medipolis SC Jena;FC Bayern;SC Jena;0;88;84
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Eisbären Bremerhaven_Bayer Giants Leverkusen;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Eisbären Bremerhaven;Bayer Giants Leverkusen;Bremerhaven;Leverkusen;0;59;91
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bayer Giants Leverkusen_Eisbären Bremerhaven;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bayer Giants Leverkusen;Eisbären Bremerhaven;Leverkusen;Bremerhaven;1;91;59
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Paderborn_Baskets Juniors Oldenburg;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Paderborn;Baskets Juniors Oldenburg;Paderborn;Oldenburg;1;80;88
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Baskets Juniors Oldenburg_Baskets Paderborn;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Baskets Juniors Oldenburg;Baskets Paderborn;Oldenburg;Paderborn;0;88;80
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Bamberg freakcity academy_KICKZ IBAM;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Bamberg freakcity academy;KICKZ IBAM;Bamberg;IBAM;1;60;87
15.10.2023_2023-2024_NBBL_NBBL A_REGULAR SEASON_Alba Berlin_UBC Münster;15.10.2023;2023-2024;NBBL;NBBL A;REGULAR SEASON;Alba Berlin;UBC Münster;Alba Berlin;Münster;1;91;85
