PLAYER;TEAM;DIV;EST POS;POS;EST ROLE;ROLE;BORN;GP;MP;PT;RB;AS;ST;BS;TO;PF;EF;DD;TD;MP;PT;RB;AS;ST;BS;TO;PF;EF;PER;PIE;2PM;2PA;2P%;3PM;3PA;3P%;FGM;FGA;FG%;FTM;FTA;FT%;ORTG;DRTG;NRTG;OBPM;DBPM;BPM;VORP;OWS;DWS;WS;WS/40;FIC;FIC/Gm;AS RATIO;AS RATE;AS/TO;REB%;ST%;BS%;USAGE;TS%;EFG%;TOV%;ORB%;FT-RATE
Raphael Falkenthal;Medipolis SC Jena;A;2.1;Combo;1.0;Pure Creator;2005;2;52.2;39;8;7;2;0;7;6;39;0;0;26.1;19.5;4.0;3.5;1.0;0.0;3.5;3.0;19.5;39.5;16.7;6;10;60.0;6;10;60.0;12;20;60.0;9;11;81.8;124.4;101.6;22.8;-1.0;0.3;-0.7;1.3;0.4;0.0;0.4;0.3;25.1;12.6;6.8;20.8;1.0;10.7;2.0;0.0;27.4;79.9;75.0;22.0;2.6;45.0
Yannis Steger;Bayer Giants Leverkusen;A;5.0;Big;3.2;Neutral;2005;6;84.9;39;16;0;1;7;12;18;32;0;0;14.1;6.5;2.7;0.0;0.2;1.2;2.0;3.0;5.3;16.6;1.9;16;26;61.5;0;0;0.0;16;26;61.5;7;16;43.8;87.4;90.3;-2.9;-4.9;-0.4;-5.3;-1.7;0.0;0.2;0.2;0.1;13.8;2.3;0.0;0.0;0.0;11.0;0.6;9.0;22.2;60.2;61.5;26.6;6.6;26.9
Luka Pesic;FC Bayern München;A;3.1;Wing;2.5;Creator;2005;5;95.3;36;31;12;7;0;7;11;64;1;0;19.1;7.2;6.2;2.4;1.4;0.0;1.4;2.2;12.8;29.6;8.5;12;17;70.6;2;12;16.7;14;29;48.3;6;6;100.0;121.0;95.0;26.0;1.1;0.7;1.8;2.8;0.5;0.1;0.6;0.3;45.0;9.0;9.3;29.1;1.7;17.4;3.7;0.0;16.6;57.3;51.7;18.1;14.1;20.7
Emanuel Mpacko;Berlin Braves Baskets;B;1.7;Point;2.0;Creator;2005;3;75.8;35;11;11;8;1;8;6;40;0;0;25.3;11.7;3.7;3.7;2.7;0.3;2.7;2.0;13.3;27.8;10.2;11;25;44.0;3;7;42.9;14;32;43.8;4;4;100.0;99.6;97.9;1.8;-1.2;1.1;-0.1;1.5;0.2;0.1;0.3;0.1;27.8;9.3;8.1;24.9;1.4;9.0;5.4;1.4;25.4;52.1;48.4;19.1;6.9;12.5
Dre Odeh;Bayer Giants Leverkusen;A;3.7;Forward;3.2;Neutral;2005;5;96.5;35;18;8;2;3;11;14;26;0;0;19.3;7.0;3.6;1.6;0.4;0.6;2.2;2.8;5.2;11.7;2.2;12;25;48.0;2;12;16.7;14;37;37.8;5;11;45.5;82.1;89.1;-6.9;-2.6;-0.5;-3.1;-0.4;-0.1;0.2;0.1;0.0;12.9;2.6;5.3;14.6;0.7;10.7;1.0;3.4;22.6;42.3;40.5;20.8;5.8;13.5
Julijo Kendes;Team Urspring;A;2.6;Wing;2.7;Creator;2006;4;83.9;35;6;4;0;0;3;4;29;0;0;21.0;8.8;1.5;1.0;0.0;0.0;0.8;1.0;7.3;20.7;5.8;1;3;33.3;11;22;50.0;12;25;48.0;0;0;0.0;131.4;110.1;21.3;-0.4;-1.5;-1.9;0.4;0.4;-0.1;0.3;0.2;20.3;5.1;4.8;13.9;1.3;4.7;0.0;0.0;15.3;70.0;70.0;10.7;2.9;0.0
Mathéo Hermann;Alba Berlin;A;2.2;Combo;2.9;Creator;2007;4;78.4;35;9;4;6;0;7;8;29;0;0;19.6;8.8;2.3;1.0;1.5;0.0;1.8;2.0;7.3;18.7;6.5;5;12;41.7;7;15;46.7;12;27;44.4;4;7;57.1;96.5;92.5;4.0;-1.8;0.3;-1.5;0.7;0.1;0.2;0.2;0.1;17.9;4.5;4.0;10.5;0.6;6.8;3.7;0.0;20.3;58.7;57.4;18.9;0.0;14.8
Luca Kellig;Niners Chemnitz Academy;A;2.6;Wing;3.4;Neutral;2006;2;56.3;35;9;2;4;0;14;6;15;0;0;28.1;17.5;4.5;1.0;2.0;0.0;7.0;3.0;7.5;14.7;2.9;14;21;66.7;2;12;16.7;16;33;48.5;1;5;20.0;70.8;119.5;-48.7;-6.3;-0.6;-6.9;-2.4;-0.3;-0.1;-0.5;-0.3;4.6;2.3;1.5;4.0;0.1;9.0;3.6;0.0;41.2;50.0;51.5;28.4;4.7;3.0
Viktor Ludviksson;UBC Münster;A;3.5;Forward;2.8;Creator;2006;3;92.8;34;22;7;6;2;10;8;42;0;0;30.9;11.3;7.3;2.3;2.0;0.7;3.3;2.7;14.0;19.1;11.3;7;16;43.8;3;9;33.3;10;25;40.0;11;15;73.3;94.3;92.1;2.2;-1.5;1.0;-0.5;1.2;0.1;0.2;0.3;0.1;28.4;9.5;5.9;16.1;0.7;13.2;3.1;1.8;18.4;54.8;46.0;24.0;6.1;44.0
Johann Grau;Medipolis SC Jena;A;3.8;Forward;3.1;Neutral;2007;3;96.1;34;22;5;3;0;4;6;44;0;0;32.0;11.3;7.3;1.7;1.0;0.0;1.3;2.0;14.7;21.9;11.4;15;25;60.0;0;1;0.0;15;26;57.7;4;9;44.4;112.2;102.9;9.3;0.2;0.4;0.6;1.9;0.3;0.0;0.3;0.1;30.9;10.3;4.8;14.2;1.3;15.3;1.7;0.0;16.4;57.4;57.7;11.8;13.2;15.4
Jeremy Julian Kolev;KICKZ IBAM;A;2.8;Wing;4.1;Receiver;2005;4;113.3;33;12;2;8;2;9;13;23;0;0;28.3;8.3;3.0;0.5;2.0;0.5;2.3;3.3;5.8;12.6;2.1;9;22;40.9;2;7;28.6;11;29;37.9;9;16;56.3;82.9;102.6;-19.7;-2.6;1.2;-1.5;0.5;-0.1;0.0;-0.1;0.0;11.5;2.9;1.6;4.3;0.2;6.4;3.7;1.9;18.3;46.6;41.4;20.0;3.1;31.0
Anton Nufer;Alba Berlin;A;2.3;Combo;3.0;Neutral;2006;6;134.3;32;20;18;3;0;15;14;35;0;0;22.4;5.3;3.3;3.0;0.5;0.0;2.5;2.3;5.8;8.9;3.5;4;8;50.0;6;24;25.0;10;32;31.3;6;7;85.7;82.9;96.7;-13.8;-0.9;-0.2;-1.2;0.7;-0.1;0.2;0.1;0.0;20.1;3.4;10.9;33.4;1.2;8.6;1.1;0.0;15.8;46.0;40.6;29.9;2.8;18.8
Moek Icke;Porsche BBA Ludwigsburg;A;5.0;Big;3.8;Neutral;2005;5;102.5;32;29;4;3;4;6;17;51;0;0;20.5;6.4;5.8;0.8;0.6;0.8;1.2;3.4;10.2;18.1;5.4;14;22;63.6;0;5;0.0;14;27;51.9;4;6;66.7;106.3;91.1;15.2;-2.0;-0.2;-2.1;0.2;0.2;0.2;0.4;0.2;30.3;6.1;4.1;10.9;0.7;16.1;1.4;3.8;14.7;54.4;51.9;16.8;11.0;14.8
Jermaine Fleck;Berlin Braves Baskets;B;1.8;Combo;2.1;Creator;2005;2;58.1;32;2;5;2;1;9;4;18;0;0;29.1;16.0;1.0;2.5;1.0;0.5;4.5;2.0;9.0;22.2;6.0;3;5;60.0;3;13;23.1;6;18;33.3;17;20;85.0;99.7;117.6;-17.9;-1.7;-0.7;-2.3;0.2;0.1;-0.1;0.0;0.0;10.0;5.0;4.6;13.3;0.6;2.3;1.8;1.8;29.1;61.5;41.7;25.1;4.5;94.4
Jasper Brand;Sartorius Juniors;B;3.4;Forward;2.4;Creator;2005;3;69.5;31;6;2;0;2;5;11;27;0;0;23.2;10.3;2.0;0.7;0.0;0.7;1.7;3.7;9.0;20.0;6.1;4;6;66.7;7;14;50.0;11;20;55.0;2;2;100.0;124.4;108.4;16.0;-1.5;-0.3;-1.8;0.5;0.3;0.0;0.3;0.2;13.5;4.5;2.7;7.6;0.4;5.6;0.0;3.0;16.6;74.5;72.5;19.3;1.9;10.0
Tim Schnelle;Bayer Giants Leverkusen;A;5.0;Big;3.4;Neutral;2006;6;97.1;31;30;3;2;5;7;17;50;0;0;16.2;5.2;5.0;0.5;0.3;0.8;1.2;2.8;8.3;19.6;5.8;11;16;68.8;2;8;25.0;13;24;54.2;3;6;50.0;105.4;87.7;17.7;-1.4;0.0;-1.3;0.8;0.2;0.3;0.5;0.2;30.5;5.1;3.3;8.7;0.4;18.0;1.0;5.6;14.6;58.7;58.3;20.8;12.7;12.5
Andrej Milutinovic;Berlin Braves Baskets;B;3.5;Forward;1.9;Pure Creator;2006;3;58.3;30;9;3;4;1;5;9;36;0;0;19.4;10.0;3.0;1.0;1.3;0.3;1.7;3.0;12.0;31.5;7.6;13;16;81.3;1;2;50.0;14;18;77.8;1;3;33.3;123.1;104.3;18.8;-2.1;0.1;-2.0;0.5;0.3;0.0;0.3;0.2;22.1;7.4;4.3;12.0;0.6;9.6;3.5;1.8;19.2;78.1;80.6;20.6;13.4;5.6
Jonas Pohle;Bayer Giants Leverkusen;A;2.8;Wing;3.3;Neutral;2007;6;84.1;28;12;4;3;0;5;8;26;0;0;14.0;4.7;2.0;0.7;0.5;0.0;0.8;1.3;4.3;16.9;3.1;5;10;50.0;5;14;35.7;10;24;41.7;3;5;60.0;108.7;96.3;12.4;-0.8;-0.7;-1.6;0.8;0.2;0.1;0.3;0.2;17.4;2.9;4.5;12.4;0.8;8.3;1.8;0.0;15.6;53.8;52.1;16.0;12.0;12.5
Lukas Mutter;Alba Berlin;A;1.2;Point;2.2;Creator;2007;6;112.1;28;9;19;7;0;20;11;27;0;0;18.7;4.7;1.5;3.2;1.2;0.0;3.3;1.8;4.5;10.2;2.8;2;6;33.3;2;8;25.0;4;14;28.6;18;24;75.0;81.1;94.9;-13.8;-2.2;-0.1;-2.3;0.1;-0.1;0.2;0.0;0.0;16.0;2.7;12.4;38.6;1.0;4.6;3.0;0.0;16.6;59.3;35.7;44.9;1.1;128.6
Gaston Nguyen Manh;Sartorius Juniors;B;1.1;Point;3.5;Neutral;2008;3;94.8;28;5;7;5;0;10;3;11;0;0;31.6;9.3;1.7;2.3;1.7;0.0;3.3;1.0;3.7;9.4;2.9;2;6;33.3;3;22;13.6;5;28;17.9;15;16;93.8;83.1;105.9;-22.8;-1.8;0.0;-1.9;0.2;-0.1;0.0;-0.1;0.0;5.8;1.9;5.1;14.9;0.7;3.4;2.8;0.0;20.9;40.7;23.2;22.2;2.8;53.6
Edin Redzepovic;Sartorius Juniors;B;2.7;Wing;2.8;Creator;2007;3;86.4;27;17;5;6;0;13;7;27;0;0;28.8;9.0;5.7;1.7;2.0;0.0;4.3;2.3;9.0;15.9;7.1;7;12;58.3;0;2;0.0;7;14;50.0;13;21;61.9;87.0;99.3;-12.3;-1.7;0.7;-1.0;0.9;0.0;0.1;0.0;0.0;17.4;5.8;4.6;13.2;0.4;12.7;3.7;0.0;18.3;60.3;50.0;35.9;9.3;92.9
Jannis Ridder;Baskets Paderborn;A;4.4;Forward;3.5;Neutral;2005;3;91.2;27;17;5;9;4;8;13;27;0;0;30.4;9.0;5.7;1.7;3.0;1.3;2.7;4.3;9.0;13.5;3.6;5;11;45.5;5;15;33.3;10;26;38.5;2;13;15.4;72.6;87.4;-14.8;-2.6;0.8;-1.8;0.3;-0.2;0.3;0.0;0.0;19.6;6.5;4.8;12.1;0.6;10.2;4.6;4.0;18.4;43.3;48.1;20.1;3.3;7.7
Hendrik Metsa;Medipolis SC Jena;A;1.6;Point;3.1;Neutral;2007;3;71.2;26;5;6;3;0;10;5;14;0;0;23.7;8.7;1.7;2.0;1.0;0.0;3.3;1.7;4.7;11.3;2.6;3;10;30.0;5;13;38.5;8;23;34.8;5;6;83.3;82.8;105.6;-22.7;-3.0;-0.6;-3.5;-0.6;-0.1;0.0;-0.1;-0.1;7.5;2.5;5.4;16.2;0.6;4.7;2.2;0.0;23.3;51.2;45.7;28.0;6.0;21.7
Ivan Crnjac;Eintracht Frankfurt;B;3.6;Forward;3.3;Neutral;2007;2;68.4;26;10;2;2;1;5;5;15;0;0;34.2;13.0;5.0;1.0;1.0;0.5;2.5;2.5;7.5;14.7;4.8;6;12;50.0;4;17;23.5;10;29;34.5;2;4;50.0;85.6;115.2;-29.6;-2.9;-0.4;-3.3;-0.5;0.0;-0.1;-0.2;-0.1;8.5;4.3;1.9;5.5;0.4;9.5;1.7;1.5;25.0;42.5;41.4;14.0;5.2;6.9
Nicola Schultze;Alba Berlin;A;2.8;Wing;3.8;Neutral;2006;6;100.6;25;19;6;8;0;11;7;31;0;0;16.8;4.2;3.2;1.0;1.3;0.0;1.8;1.2;5.2;12.4;3.7;9;20;45.0;1;4;25.0;10;24;41.7;4;6;66.7;80.0;91.1;-11.1;-1.7;0.6;-1.1;1.0;-0.1;0.2;0.1;0.0;20.3;3.4;5.7;15.4;0.5;10.9;3.8;0.0;15.9;47.3;43.8;29.2;8.8;16.7
Joel Mbappou;Berlin Braves Baskets;B;5.0;Big;3.2;Neutral;2005;3;52.1;25;15;4;1;4;5;4;27;0;0;17.4;8.3;5.0;1.3;0.3;1.3;1.7;1.3;9.0;25.0;6.0;7;19;36.8;2;4;50.0;9;23;39.1;5;8;62.5;93.7;100.2;-6.5;-3.3;-0.4;-3.7;-0.4;0.1;0.0;0.1;0.1;19.3;6.4;4.4;12.3;0.8;17.8;1.0;8.2;27.7;47.7;43.5;15.9;12.5;21.7
Moritz Grüß;Young Rasta Dragons;A;1.2;Point;2.8;Creator;2008;5;71.9;24;6;9;6;0;8;10;24;0;0;14.4;4.8;1.2;1.8;1.2;0.0;1.6;2.0;4.8;16.3;2.6;5;9;55.6;2;11;18.2;7;20;35.0;8;8;100.0;100.6;86.6;14.0;-2.7;0.0;-2.7;0.1;0.1;0.2;0.3;0.2;13.0;2.6;8.8;26.8;1.1;4.8;4.2;0.0;18.0;51.7;40.0;25.4;2.9;40.0
Richard Schmitt;Alba Berlin;A;2.9;Wing;3.3;Neutral;2007;5;82.6;24;14;10;3;1;11;9;23;0;0;16.5;4.8;2.8;2.0;0.6;0.2;2.2;1.8;4.6;9.7;2.5;8;18;44.4;2;8;25.0;10;26;38.5;2;4;50.0;76.7;94.0;-17.3;-2.7;-0.3;-3.0;-0.2;-0.2;0.1;0.0;0.0;12.8;2.6;8.6;24.4;0.9;9.7;1.7;1.3;19.7;43.5;42.3;28.4;4.5;7.7
Clemens Sokolov;Tornados Franken;B;4.2;Forward;2.9;Creator;2007;3;63.8;24;11;4;2;1;9;10;23;0;0;21.3;8.0;3.7;1.3;0.7;0.3;3.0;3.3;7.7;14.7;3.0;7;15;46.7;0;0;0.0;7;15;46.7;10;12;83.3;94.8;104.4;-9.6;-4.0;-0.6;-4.5;-1.1;0.1;0.0;0.1;0.0;11.3;3.8;5.0;13.1;0.4;9.4;1.5;1.9;18.3;60.6;46.7;30.7;11.8;66.7
Lennard Glowka;Niners Chemnitz Academy;A;1.7;Point;2.5;Creator;2006;2;57.0;24;4;9;2;1;8;4;14;0;0;28.5;12.0;2.0;4.5;1.0;0.5;4.0;2.0;7.0;16.2;3.4;4;9;44.4;3;9;33.3;7;18;38.9;7;14;50.0;87.8;125.7;-37.9;-4.0;-0.1;-4.0;-0.8;0.0;-0.2;-0.2;-0.1;10.3;5.1;8.6;26.1;1.1;4.0;1.8;1.4;26.3;50.8;47.2;24.9;0.0;38.9
Emil Bode;Sartorius Juniors;B;2.6;Wing;3.1;Neutral;2006;3;61.5;23;6;1;4;0;4;12;19;0;0;20.5;7.7;2.0;0.3;1.3;0.0;1.3;4.0;6.3;17.3;2.5;1;2;50.0;6;13;46.2;7;15;46.7;3;6;50.0;113.5;102.3;11.2;-2.5;0.4;-2.1;0.4;0.2;0.0;0.2;0.1;9.5;3.2;1.7;4.5;0.3;6.3;3.4;0.0;15.5;66.1;66.7;18.5;4.3;20.0
Ben Lenhardt;Berlin Braves Baskets;B;2.8;Wing;3.2;Neutral;2006;3;75.4;23;13;6;5;0;13;4;19;0;0;25.1;7.7;4.3;2.0;1.7;0.0;4.3;1.3;6.3;10.5;4.8;2;4;50.0;5;16;31.3;7;20;35.0;4;6;66.7;70.7;98.3;-27.6;-3.0;0.2;-2.7;-0.1;-0.2;0.1;-0.2;-0.1;11.5;3.8;5.6;16.2;0.5;10.7;3.4;0.0;21.7;51.3;47.5;36.5;0.0;20.0
Paul Viefhues;UBC Münster;A;2.3;Combo;3.4;Neutral;2005;2;69.2;23;5;5;3;4;9;4;14;0;0;34.6;11.5;2.5;2.5;1.5;2.0;4.5;2.0;7.0;9.8;4.1;4;8;50.0;4;17;23.5;8;25;32.0;3;3;100.0;72.6;94.2;-21.5;-2.2;0.4;-1.8;0.4;-0.2;0.1;-0.1;0.0;8.1;4.1;5.1;13.7;0.6;4.0;2.1;4.5;21.6;43.9;40.0;25.5;1.7;12.0
Ben-Luca Port;Baskets Paderborn;A;4.4;Forward;3.3;Neutral;2005;3;71.3;23;15;4;1;0;7;10;21;0;0;23.8;7.7;5.0;1.3;0.3;0.0;2.3;3.3;7.0;9.9;3.3;9;18;50.0;0;3;0.0;9;21;42.9;5;8;62.5;80.3;96.7;-16.4;-4.3;-1.0;-5.3;-1.7;-0.1;0.1;0.0;0.0;9.3;3.1;4.8;12.3;0.6;11.5;0.7;0.0;18.7;47.5;42.9;22.2;4.2;23.8
Jug Bogdan;Bayer Giants Leverkusen;A;3.2;Wing;2.9;Creator;2007;6;65.8;23;17;6;6;1;3;9;35;0;0;11.0;3.8;2.8;1.0;1.0;0.2;0.5;1.5;5.8;25.7;5.0;6;13;46.2;0;5;0.0;6;18;33.3;11;14;78.6;112.8;84.6;28.2;-1.8;0.6;-1.2;1.1;0.2;0.2;0.4;0.3;24.5;4.1;7.2;20.8;2.0;15.1;4.6;1.7;17.1;48.7;33.3;11.0;13.6;61.1
Leif Zentgraf;Eintracht Frankfurt;B;2.8;Wing;3.1;Neutral;2005;2;69.3;23;6;2;1;0;7;5;8;0;0;34.6;11.5;3.0;1.0;0.5;0.0;3.5;2.5;4.0;11.0;0.6;3;6;50.0;3;11;27.3;6;17;35.3;8;14;57.1;88.3;121.3;-33.1;-2.9;-0.9;-3.8;-0.8;0.0;-0.2;-0.2;-0.1;4.0;2.0;2.2;6.4;0.3;5.6;0.8;0.0;20.5;50.9;44.1;23.2;6.9;47.1
Ognjen Cocic;KICKZ IBAM;A;3.0;Wing;4.6;Receiver;2005;4;91.2;22;11;1;3;0;6;7;13;0;0;22.8;5.5;2.8;0.3;0.8;0.0;1.5;1.8;3.3;7.7;1.3;7;14;50.0;2;12;16.7;9;26;34.6;2;3;66.7;76.9;107.6;-30.8;-3.3;-0.3;-3.5;-0.7;-0.1;0.0;-0.2;-0.1;4.9;1.2;1.1;3.0;0.2;7.3;1.7;0.0;17.0;40.4;38.5;18.0;3.9;7.7
Noah-Oliver Okah;Bayer Giants Leverkusen;A;2.3;Combo;4.1;Receiver;2005;6;108.6;21;8;4;7;1;9;15;14;0;0;18.1;3.5;1.3;0.7;1.2;0.2;1.5;2.5;2.3;5.8;-0.5;2;8;25.0;4;12;33.3;6;20;30.0;5;9;55.6;75.0;91.1;-16.1;-2.1;1.0;-1.0;1.0;-0.2;0.2;0.1;0.0;4.4;0.7;4.3;11.7;0.4;4.3;3.2;1.0;12.7;44.5;40.0;27.3;1.0;25.0
Dorian Grosber;Alba Berlin;A;2.4;Combo;2.6;Creator;2006;3;61.4;21;14;9;3;0;8;5;28;0;0;20.5;7.0;4.7;3.0;1.0;0.0;2.7;1.7;9.3;18.9;8.0;7;13;53.8;0;3;0.0;7;16;43.8;7;9;77.8;91.9;102.8;-10.9;-1.9;0.2;-1.7;0.7;0.0;0.0;0.1;0.0;18.6;6.2;9.7;29.9;1.1;13.8;2.4;0.0;20.4;53.6;43.8;28.6;8.8;43.8
Tobias Drochner;Tornados Franken;B;3.6;Forward;3.8;Neutral;2005;3;83.7;20;13;3;5;2;2;7;31;0;0;27.9;6.7;4.3;1.0;1.7;0.7;0.7;2.3;10.3;16.1;6.7;6;13;46.2;2;5;40.0;8;18;44.4;2;2;100.0;113.6;100.6;13.0;-1.1;0.7;-0.5;1.2;0.2;0.1;0.2;0.1;21.5;7.2;5.2;13.9;1.5;8.5;2.9;3.0;10.1;53.2;50.0;9.6;7.7;11.1
Ruomi Walter;Berlin Braves Baskets;B;1.8;Combo;2.5;Creator;2006;3;45.7;20;3;3;4;1;8;4;18;0;0;15.2;6.7;1.0;1.0;1.3;0.3;2.7;1.3;6.0;19.8;4.4;7;12;58.3;0;0;0.0;7;12;58.3;6;6;100.0;90.6;101.2;-10.6;-4.3;0.2;-4.1;-0.5;0.0;0.0;0.0;0.0;9.0;3.0;4.6;12.8;0.4;4.1;4.5;2.3;22.7;69.4;58.3;35.3;0.0;50.0
Maximilian zur Linde;Baskets Paderborn;A;2.8;Wing;4.3;Receiver;2006;3;78.4;20;6;2;5;1;1;8;11;0;0;26.1;6.7;2.0;0.7;1.7;0.3;0.3;2.7;3.7;8.4;0.7;4;13;30.8;3;13;23.1;7;26;26.9;3;6;50.0;74.2;96.1;-21.9;-3.3;-0.3;-3.5;-0.7;-0.1;0.1;0.0;0.0;6.0;2.0;2.7;6.6;2.0;4.2;3.0;1.2;16.0;35.2;32.7;3.4;1.3;11.5
Marijan Krstonic;Sartorius Juniors;B;4.3;Forward;3.3;Neutral;2005;3;55.1;19;13;2;2;0;4;10;22;0;0;18.4;6.3;4.3;0.7;0.7;0.0;1.3;3.3;7.3;18.5;3.6;8;15;53.3;0;0;0.0;8;15;53.3;3;6;50.0;104.4;103.6;0.8;-3.1;-0.4;-3.5;-0.3;0.1;0.0;0.1;0.1;12.0;4.0;3.2;9.0;0.5;15.2;1.9;0.0;17.3;54.6;53.3;18.5;16.9;20.0
Philipp Roos;KICKZ IBAM;A;3.7;Forward;3.5;Neutral;2005;3;69.2;19;10;1;3;1;2;11;27;0;0;23.1;6.3;3.3;0.3;1.0;0.3;0.7;3.7;9.0;18.8;4.9;6;10;60.0;1;2;50.0;7;12;58.3;4;4;100.0;135.6;108.4;27.2;-1.9;0.6;-1.4;0.8;0.3;0.0;0.2;0.1;14.8;4.9;2.3;6.2;0.5;8.6;2.3;1.5;10.5;69.9;62.5;12.7;8.0;33.3
Matteo Petters;FC Bayern München;A;4.0;Forward;4.0;Neutral;2006;5;79.3;19;16;3;3;3;1;10;33;0;0;15.9;3.8;3.2;0.6;0.6;0.6;0.2;2.0;6.6;18.4;3.2;7;12;58.3;0;4;0.0;7;16;43.8;5;6;83.3;128.9;100.1;28.8;-0.4;0.3;-0.1;1.7;0.3;0.1;0.3;0.2;21.8;4.4;5.2;14.7;3.0;10.8;1.9;4.2;10.1;51.6;43.8;5.1;10.5;31.3
Maxim Klanten;Berlin Braves Baskets;B;4.5;Forward;3.7;Neutral;2006;3;44.3;18;6;2;0;2;3;4;12;0;0;14.8;6.0;2.0;0.7;0.0;0.7;1.0;1.3;4.0;15.6;1.8;4;13;30.8;1;3;33.3;5;16;31.3;7;9;77.8;93.9;110.6;-16.7;-4.0;-0.9;-4.9;-0.9;0.0;0.0;0.0;0.0;6.9;2.3;3.1;8.4;0.7;8.4;0.0;4.8;23.6;45.9;34.4;13.1;8.8;43.8
Niklas Müller;Tornados Franken;B;2.8;Wing;4.5;Receiver;2006;3;79.6;18;8;1;3;0;4;6;8;0;0;26.5;6.0;2.7;0.3;1.0;0.0;1.3;2.0;2.7;5.7;0.0;1;5;20.0;5;17;29.4;6;22;27.3;1;3;33.3;77.9;105.5;-27.6;-2.7;-0.5;-3.2;-0.5;-0.1;0.0;-0.1;-0.1;4.4;1.5;1.5;3.6;0.3;5.5;1.8;0.0;13.9;38.8;38.6;14.6;5.4;4.5
Tim Otto;Medipolis SC Jena;A;5.0;Big;2.2;Creator;2005;2;40.8;17;6;4;1;1;1;7;24;0;0;20.4;8.5;3.0;2.0;0.5;0.5;0.5;3.5;12.0;28.9;7.7;5;7;71.4;1;1;100.0;6;8;75.0;4;6;66.7;157.2;103.4;53.8;-2.3;0.5;-1.8;0.8;0.3;0.0;0.3;0.3;15.5;7.8;9.6;31.6;4.0;10.2;1.3;3.2;12.8;81.7;81.3;8.6;10.2;50.0
Jayson Roth;Sartorius Juniors;B;5.0;Big;3.0;Creator;2005;3;39.8;16;11;3;1;3;7;4;18;0;0;13.3;5.3;3.7;1.0;0.3;1.0;2.3;1.3;6.0;18.7;4.4;5;13;38.5;2;3;66.7;7;16;43.8;0;0;0.0;83.1;99.1;-16.0;-4.2;-0.1;-4.3;-0.5;-0.1;0.0;0.0;0.0;11.3;3.8;4.4;12.7;0.4;17.8;1.3;7.8;25.8;50.0;50.0;30.4;13.4;0.0
Michel Schillmöller;Young Rasta Dragons;A;1.4;Point;4.6;Receiver;2007;5;55.5;16;5;3;7;0;4;4;5;0;0;11.1;3.2;1.0;0.6;1.4;0.0;0.8;0.8;1.0;10.5;0.0;2;6;33.3;1;13;7.7;3;19;15.8;9;15;60.0;75.9;81.9;-6.0;-4.0;0.3;-3.7;-0.3;-0.1;0.2;0.1;0.1;4.4;0.9;3.6;9.8;0.8;5.0;6.5;0.0;21.8;32.0;18.4;13.5;3.8;47.4
Erik Larsen;Sartorius Juniors;B;2.5;Combo;4.3;Receiver;2005;3;54.6;16;6;2;2;0;3;6;6;0;0;18.2;5.3;2.0;0.7;0.7;0.0;1.0;2.0;2.0;7.2;-0.2;2;3;66.7;3;17;17.6;5;20;25.0;3;5;60.0;81.2;104.6;-23.4;-3.9;-0.4;-4.3;-0.8;-0.1;0.0;-0.1;0.0;1.9;0.6;2.8;7.8;0.7;7.1;1.9;0.0;20.4;36.4;32.5;11.9;2.4;15.0
Martin Geuther;Medipolis SC Jena;A;1.0;Point;3.5;Neutral;2005;3;60.7;16;6;7;6;0;5;5;17;0;0;20.2;5.3;2.0;2.3;2.0;0.0;1.7;1.7;5.7;14.7;3.8;6;13;46.2;0;4;0.0;6;17;35.3;4;6;66.7;83.8;97.3;-13.5;-3.6;1.2;-2.4;0.3;-0.1;0.1;0.0;0.0;11.5;3.8;8.3;26.7;1.4;6.6;5.3;0.0;18.8;41.2;35.3;20.3;4.7;23.5
Raul Dumnici;Tornados Franken;B;2.1;Combo;4.0;Neutral;2007;3;57.1;15;6;6;3;0;7;2;4;0;0;19.0;5.0;2.0;2.0;1.0;0.0;2.3;0.7;1.3;3.9;0.3;6;19;31.6;1;5;20.0;7;24;29.2;0;2;0.0;61.9;103.4;-41.5;-4.6;-0.8;-5.3;-1.4;-0.3;0.0;-0.3;-0.2;2.3;0.8;6.6;18.1;0.9;5.8;2.5;0.0;22.6;30.2;31.3;21.9;3.8;0.0
Philip Schneck;Team Urspring;A;1.0;Point;1.4;Pure Creator;2005;1;24.5;15;5;6;3;0;1;2;25;0;0;24.5;15.0;5.0;6.0;3.0;0.0;1.0;2.0;25.0;55.7;22.3;7;7;100.0;0;1;0.0;7;8;87.5;1;3;33.3;158.3;82.3;76.0;-2.0;1.0;-1.0;1.4;0.3;0.1;0.4;0.7;19.1;19.1;13.8;51.6;6.0;12.6;6.5;0.0;18.7;81.5;87.5;9.7;8.6;12.5
Lukas Modic;Porsche BBA Ludwigsburg;A;2.7;Wing;3.5;Neutral;2005;1;29.0;15;9;1;8;0;1;1;23;0;0;29.0;15.0;9.0;1.0;8.0;0.0;1.0;1.0;23.0;45.6;22.9;6;7;85.7;0;5;0.0;6;12;50.0;3;6;50.0;120.2;79.1;41.1;-1.5;1.6;0.1;1.9;0.2;0.1;0.3;0.4;19.5;19.5;2.4;6.2;1.0;18.5;13.9;0.0;20.9;52.1;50.0;6.4;20.7;25.0
